,model,scientificName,height,x_meters,y_meters
427,Browning,Semnopithecus schistaceus,7.1,2.98218043,0.828070247
428,Browning,Macaca mulatta,7.1,0.426001697,-0.078496564
429,Browning,Hystrix indica,7.1,0.673996278,0.536973376
430,Browning,Rusa unicolor,7.1,-1.506613032,-0.318207063
431,Browning,Rusa unicolor,7.1,-3.087443455,0.423966845
432,Browning,Semnopithecus schistaceus,6.5,0.359579155,-0.282657914
433,Browning,Rusa unicolor,6.5,-1.943241259,-1.4871571
434,Browning,Hystrix indica,6.5,-0.862524623,0.70321682
435,Browning,Axis axis,6.5,3.061469842,0.632682991
436,Browning,Axis axis,6.5,2.718731344,0.164552358
437,Browning,Semnopithecus schistaceus,6.5,0.68295313,0.043104815
438,Browning,Axis axis,6.5,-0.232163536,0.0475197
439,Browning,Axis axis,6.5,0.875011267,0.64329896
440,Browning,Axis axis,6.5,0.659402679,-0.062903771
441,Browning,Axis axis,6.5,-0.378816142,0.228689268
442,Browning,Semnopithecus schistaceus,6.5,-1.37961043,-0.04042858
443,Browning,Axis axis,6.5,-1.37961043,-0.04042858
444,Browning,Axis axis,6.5,0.242230239,0.070922655
445,Browning,Axis axis,6.5,-2.532842796,0.424336649
446,Browning,Axis axis,6.5,0.291611399,-0.067393227
447,Browning,Axis porcinus,4.5,0.413436009,0.574755256
448,Browning,Axis porcinus,4.5,1.030453754,-0.025555128
449,Browning,Axis porcinus,4.5,0.714086884,-0.398038134
450,Browning,Axis porcinus,4.5,0.509230325,0.140257103
451,Browning,Axis porcinus,4.5,-0.193921665,-0.090957538
452,Browning,Elephas maximus,7.25,-3.441989338,1.587013724
453,Browning,Elephas maximus,7.25,-1.135079507,1.649800059
454,Browning,Axis axis,7.25,0.603321837,-0.243219834
455,Browning,Axis axis,7.25,2.276574464,0.032955506
456,Browning,Axis axis,7.25,-1.019044033,-0.791058901
457,Browning,Axis porcinus,7.5,-0.205854812,0.001525567
458,Browning,Axis porcinus,7.5,-1.086394829,-0.045888234
459,Browning,Axis porcinus,7.5,-0.68953128,0.344508043
460,Browning,Axis porcinus,7.5,-1.088033919,-0.203327477
461,Browning,Axis porcinus,7.5,-0.973980802,-0.186251414
462,Browning,Panthera tigris,7.5,-1.277898031,-0.48509166
463,Browning,Panthera tigris,7.5,-1.261776088,-0.62710789
464,Browning,Axis porcinus,7.5,-2.709551498,0.111271207
465,Browning,Axis porcinus,7.5,-1.366488508,-0.568068794
466,Browning,Axis porcinus,7.5,2.117493566,-0.487606419
467,Browning,Panthera tigris,7.5,0.105182248,0.311143089
468,Browning,Panthera tigris,7.5,-1.317097357,-0.226376108
469,Browning,Panthera tigris,8.1,-3.273578789,-0.344945727
470,Browning,Sus scrofa,8.1,0.6688973,0.534482811
471,Browning,Panthera tigris,8.1,-2.463912841,-0.083612163
472,Browning,Axis axis,8.1,0.589409958,1.20976462
473,Browning,Elephas maximus,8.1,-1.728803175,-1.692962133
474,Browning,Elephas maximus,8.1,-2.241842028,-0.605639468
475,Browning,Sus scrofa,8.1,-1.625674452,0.24660296
476,Browning,Sus scrofa,8.1,0.296346905,0.280471178
477,Browning,Sus scrofa,8.1,0.744855372,0.673744154
478,Browning,Elephas maximus,7.35,-2.892582873,0.583490593
479,Browning,Elephas maximus,7.35,-2.518276656,1.94641134
480,Browning,Elephas maximus,7.35,1.484553115,1.233939122
481,Browning,Rhinoceros unicornis,7.35,0.714525316,1.207202046
482,Browning,Rhinoceros unicornis,7.35,-2.028329929,1.038174552
483,Browning,Elephas maximus,7.35,0.374964447,-1.268374633
484,Browning,Hystrix indica,7.35,-1.237842259,-0.286785452
485,Browning,Axis porcinus,7.35,-1.757245129,0.287317627
486,Browning,Axis porcinus,7.35,-2.186666323,0.631121196
487,Browning,Hystrix indica,7.1,-1.311122647,-0.504024942
488,Browning,Macaca mulatta,7.1,0.740507166,0.377182058
489,Browning,Macaca mulatta,7.1,0.945006808,-0.015810266
490,Browning,Axis porcinus,7.1,0.161657967,0.265179666
491,Browning,Rhinoceros unicornis,7.1,-0.928288975,-1.563395967
492,Browning,Rhinoceros unicornis,7.1,-0.430460866,1.002862492
493,Browning,Rhinoceros unicornis,7.1,0.710712882,0.560066565
494,Browning,Rhinoceros unicornis,7.1,-0.87953869,-0.670714661
495,Browning,Axis axis,7.15,3.009144677,0.099682979
496,Browning,Axis axis,7.15,0.374435603,0.822701336
497,Browning,Semnopithecus schistaceus,7.15,2.381489522,-0.064432992
498,Browning,Axis axis,7.15,2.381489522,-0.064432992
499,Browning,Sus scrofa,7.15,3.094238005,0.367180499
500,Browning,Rusa unicolor,7.15,1.18836677,-0.387714001
501,Browning,Rusa unicolor,7.15,0.672660436,-0.365291987
502,Browning,Rusa unicolor,7.15,0.627816407,-0.589512132
503,Browning,Muntiacus muntjak,7.15,-2.167461404,-0.148545846
504,Browning,Rusa unicolor,7.15,2.526134207,-0.093127638
505,Browning,Muntiacus muntjak,7.15,2.884609291,0.308821396
506,Browning,Macaca mulatta,7.15,0.270166143,-0.501742569
507,Browning,Rusa unicolor,7.15,2.75307416,-0.434536103
508,Browning,Rusa unicolor,7.5,0.250875687,-0.218536243
509,Browning,Axis axis,7.5,-1.098930377,-0.239143156
510,Browning,Macaca mulatta,7.5,-1.098930377,-0.239143156
511,Browning,Axis axis,7.5,1.960486008,0.158666675
512,Browning,Macaca mulatta,7.5,-2.004331305,-0.423931047
513,Browning,Muntiacus muntjak,7.3,-0.947875266,-0.196506276
514,Browning,Muntiacus muntjak,7.3,-2.307543567,0.593270498
515,Browning,Muntiacus muntjak,7.3,0.795071252,-0.194555269
516,Browning,Muntiacus muntjak,7.3,2.435231092,-0.162668952
517,Browning,Muntiacus muntjak,7.3,-1.241799191,0.036303239
518,Browning,Muntiacus muntjak,7.3,-0.571683747,0.836013207
519,Browning,Muntiacus muntjak,7.3,-0.855454608,0.491809273
520,Browning,Muntiacus muntjak,7.3,0.083938824,0.153569893
521,Browning,Axis axis,7.3,1.945766521,-0.262061505
522,Browning,Hystrix indica,7.3,2.250143834,-0.114694858
523,Browning,Panthera tigris,7.3,-1.442221606,0.863234493
524,Browning,Panthera tigris,7.3,0.74781861,0.413017166
525,Browning,Muntiacus muntjak,7.3,-1.614106541,0.428184922
526,Browning,Panthera tigris,7.3,1.839023317,-0.655295134
527,Browning,Sus scrofa,7.3,-1.014896686,0.855586665
528,Browning,Sus scrofa,7.3,3.617000218,1.328713424
529,Browning,Muntiacus muntjak,7.3,-0.849283836,0.128542542
530,Browning,Hystrix indica,7.3,2.299057941,-0.169133239
531,Browning,Muntiacus muntjak,7.3,-0.689585209,0.453841155
532,Browning,Sus scrofa,7.3,-1.897040739,0.299034362
533,Browning,Rusa unicolor,7.5,0.156797304,-0.845725461
534,Browning,Axis porcinus,7.5,-1.063644391,0.670757059
535,Browning,Rusa unicolor,7.5,-1.583652774,1.216159092
536,Browning,Rusa unicolor,7.5,3.849373823,-0.234215973
537,Browning,Rusa unicolor,7.5,-1.709090618,1.184799631
538,Browning,Macaca mulatta,7.5,-2.486827181,0.170674006
539,Browning,Rusa unicolor,7.5,2.743952827,0.040179309
540,Browning,Panthera tigris,7.5,-1.0819014,-0.014699747
541,Browning,Axis porcinus,7.5,-1.361504587,-0.076857878
542,Browning,Muntiacus muntjak,7.5,-1.544453448,-0.022539613
543,Browning,Rusa unicolor,7.5,0.631322872,-0.402772225
544,Browning,Macaca mulatta,7.5,-0.518828265,-0.31151067
545,Browning,Macaca mulatta,7.5,-1.278007209,0.176044069
546,Browning,Rhinoceros unicornis,7.5,-0.3606338,-1.347476835
547,Browning,Rusa unicolor,7.5,-2.14812307,-0.86142968
548,Browning,Muntiacus muntjak,7.5,-3.175300064,-0.072286495
549,Browning,Rusa unicolor,7.5,-2.383319027,0.886884753
550,Browning,Rusa unicolor,7.5,-2.885360748,0.077824328
551,Browning,Macaca mulatta,8.4,3.3740945,-0.348303468
552,Browning,Rhinoceros unicornis,8.4,-3.784459739,-0.955993165
553,Browning,Rhinoceros unicornis,8.4,-3.301524041,0.255724649
554,Browning,Axis axis,8.4,2.366383859,1.39308161
555,Browning,Macaca mulatta,8.4,-2.465481547,-1.195463477
556,Browning,Axis axis,8.4,-2.247403607,-0.029964936
557,Browning,Axis axis,8.4,0.983020918,0.400254128
558,Browning,Rhinoceros unicornis,8.4,-2.620350255,1.136029167
559,Browning,Rhinoceros unicornis,8.4,-3.082007815,-0.464276818
560,Browning,Axis axis,8.4,2.095279236,0.105334061
561,Browning,Rhinoceros unicornis,8.4,-2.332494869,0.624560265
562,Browning,Axis axis,8.4,2.731533454,0.13908055
563,Browning,Axis axis,8.4,3.522580046,-0.313984929
564,Browning,Axis axis,8.4,-2.94385952,-0.797928917
565,Browning,Muntiacus muntjak,8.4,0.614645433,0.343542894
566,Browning,Semnopithecus schistaceus,8.4,1.732770464,0.424342788
567,Browning,Semnopithecus schistaceus,8.4,-2.516384834,-1.263524394
568,Browning,Rhinoceros unicornis,8.4,-2.326871997,0.887943135
569,Browning,Axis axis,8.4,-2.632253288,-0.651126717
570,Browning,Axis axis,8.4,0.380327362,0.129001453
571,Browning,Axis axis,8.4,-0.612138536,0.002921574
572,Browning,Rhinoceros unicornis,8.4,-3.459575724,-2.027232348
573,Browning,Axis axis,8.4,-1.633795816,0.076744414
574,Browning,Macaca mulatta,7.5,-2.750640252,1.149195581
575,Browning,Muntiacus muntjak,7.16,0.766824677,-0.325506409
576,Browning,Axis axis,7.16,-2.047062943,0.1884261
577,Browning,Sus scrofa,7.16,1.161403115,-0.581517491
578,Browning,Panthera tigris,7.16,-0.591272182,0.180562549
579,Browning,Sus scrofa,7.16,-0.232018198,-0.597821082
580,Browning,Muntiacus muntjak,7.16,-1.197513279,-0.283473847
581,Browning,Sus scrofa,7.16,1.127968583,0.348051409
582,Browning,Muntiacus muntjak,7.16,0.067360122,0.232953755
583,Browning,Muntiacus muntjak,7.16,2.522262345,0.292829419
584,Browning,Canis aureus,7.16,-0.390123193,-0.057599666
585,Browning,Muntiacus muntjak,7.16,1.079277481,-0.033569163
586,Browning,Canis aureus,7.16,0.341790874,-0.171989146
587,Browning,Canis aureus,7.16,0.810433685,-1.678859938
588,Browning,Canis aureus,7.16,0.44795887,0.079607596
589,Browning,Canis aureus,7.16,-2.203185183,-0.346298256
590,Browning,Rhinoceros unicornis,7.1,1.773795639,-1.067815956
591,Browning,Macaca mulatta,7.1,-0.314937012,0.363122211
592,Browning,Rhinoceros unicornis,7.1,-0.274604346,-0.911946189
593,Browning,Rhinoceros unicornis,7.1,1.796060856,-1.483420097
594,Browning,Rhinoceros unicornis,7.1,1.046465209,-0.689294017
595,Browning,Panthera tigris,7.1,1.677313031,-0.325628802
596,Browning,Rhinoceros unicornis,7.1,2.2413652,0.208736411
597,Browning,Macaca mulatta,7.1,-0.968935814,0.786042929
598,Browning,Macaca mulatta,7.1,2.386431682,0.840683904
599,Browning,Muntiacus muntjak,7.1,1.476107307,-0.052942629
600,Browning,Rhinoceros unicornis,7.1,1.803482595,1.062289394
601,Browning,Axis axis,7.1,-2.097481284,0.144512979
602,Browning,Macaca mulatta,7.1,-2.097481284,0.144512979
603,Browning,Macaca mulatta,7.1,1.849545561,0.634293862
604,Browning,Macaca mulatta,7.1,0.586162714,0.028680137
605,Browning,Panthera tigris,7.1,-0.337109428,0.117648709
606,Browning,Panthera tigris,7.1,1.580830423,-0.065867934
607,Browning,Axis axis,7.1,-0.088531816,-0.274712095
608,Browning,Panthera tigris,7.1,-0.074762367,-0.095711635
609,Browning,Semnopithecus schistaceus,7.1,1.897620161,0.957621769
610,Browning,Axis axis,7.1,1.897620161,0.957621769
611,Browning,Macaca mulatta,7.1,-1.700958889,0.59673744
612,Browning,Axis axis,7.1,-1.700958889,0.59673744
613,Browning,Axis axis,7.1,-0.607391018,-1.061108179
614,Browning,Semnopithecus schistaceus,7.1,2.748515498,0.001586159
615,Browning,Panthera tigris,7.1,1.989026072,0.357171193
616,Browning,Panthera tigris,7.1,-0.074217391,0.513027713
617,Browning,Macaca mulatta,8.2,-3.928736688,1.499401533
618,Browning,Macaca mulatta,8.2,1.381856178,-0.94777224
619,Browning,Macaca mulatta,8.2,-1.185463767,-0.212397899
620,Browning,Macaca mulatta,8.2,1.365701981,0.030576173
621,Browning,Muntiacus muntjak,8.2,1.671459265,-0.127502341
622,Browning,Muntiacus muntjak,7.5,0.454712183,-0.618369369
623,Browning,Macaca mulatta,7.5,0.395138402,-0.936590584
624,Browning,Muntiacus muntjak,7.5,-2.544251739,0.205897507
625,Browning,Muntiacus muntjak,7.5,-2.330199007,0.293486827
626,Browning,Macaca mulatta,7.5,-1.212840204,0.444298699
627,Browning,Muntiacus muntjak,7.5,-4.038105473,0.019269126
628,Browning,Axis axis,7.5,3.005189398,-0.330630105
629,Browning,Sus scrofa,7.5,0,-1.457234948
630,Browning,Sus scrofa,7.5,0.391993261,-0.767326808
631,Browning,Sus scrofa,7.5,-0.127504828,-0.567359518
632,Browning,Sus scrofa,7.08,0.147677382,0.008464518
633,Browning,Sus scrofa,7.08,1.776199864,-1.205410637
634,Browning,Muntiacus muntjak,7.08,-0.892766336,0.829503125
635,Browning,Axis porcinus,7.08,-1.855476104,-0.841531215
636,Browning,Sus scrofa,7.08,-1.457964055,-0.761360671
637,Browning,Axis porcinus,7.08,-1.494002574,1.142127995
638,Browning,Muntiacus muntjak,7.08,-0.096467126,0.286949052
639,Browning,Axis axis,7.08,-1.170387092,0.563357859
640,Browning,Axis axis,7.08,-2.36112554,0.470296219
641,Browning,Sus scrofa,7.08,-0.51778897,0.195550754
642,Browning,Sus scrofa,7.08,-1.361753229,-0.33211237
643,Browning,Sus scrofa,7.08,2.78271312,0.422772572
644,Browning,Sus scrofa,7.08,0.925104096,-0.258104043
645,Browning,Sus scrofa,7.08,0.742669643,-0.346205016
646,Browning,Muntiacus muntjak,7.08,1.854542894,0.008204577
647,Browning,Axis axis,7.08,-2.234401163,-0.553672169
648,Browning,Sus scrofa,7.08,-1.058319086,0.341363411
649,Browning,Axis axis,7.08,-1.200589128,-0.018756458
650,Browning,Macaca mulatta,7.5,-2.621942357,-0.103490092
651,Browning,Macaca mulatta,7.5,1.151727082,-0.553427044
652,Browning,Macaca mulatta,7.5,-2.756726485,0.042021172
653,Browning,Rhinoceros unicornis,7.5,-3.025714397,-0.083973154
654,Browning,Panthera tigris,7.75,-1.896881656,0.185540357
655,Browning,Rusa unicolor,7.75,-0.026860441,-1.117278579
656,Browning,Rusa unicolor,7.75,-0.137720299,-0.890118697
657,Browning,Rusa unicolor,7.75,-0.090534966,-0.856195809
658,Browning,Rusa unicolor,7.75,-0.248884975,-0.798204051
659,Browning,Hystrix indica,7.75,-1.048436008,0.678175618
660,Browning,Panthera tigris,7.75,0.178226269,-0.865815115
661,Browning,Macaca mulatta,7.8,0.422098193,-0.103089426
662,Browning,Muntiacus muntjak,7.8,0.470611628,-0.622135491
663,Browning,Panthera tigris,7.8,1.793761162,1.175117398
664,Browning,Panthera tigris,7.8,1.718903189,-0.361012075
665,Browning,Rusa unicolor,7.8,2.780329801,1.150657018
666,Browning,Panthera tigris,7.8,1.948676899,-0.308812291
667,Browning,Panthera tigris,7.8,1.98268553,-0.148390273
668,Browning,Muntiacus muntjak,7.35,1.068819608,0.040588863
669,Browning,Semnopithecus schistaceus,7.35,-1.105072049,-0.962369502
670,Browning,Axis axis,7.35,0.064417766,-0.472277739
671,Browning,Axis axis,7.35,-1.265492619,0.559861624
672,Browning,Axis axis,7.35,1.716613789,-0.132278689
673,Browning,Axis axis,7.35,-1.12358854,-0.326988921
674,Browning,Axis axis,7.35,-2.097386473,-0.094574417
675,Browning,Axis axis,7.35,-1.465883496,-1.426372309
676,Browning,Axis axis,7.35,3.020038556,0.0938868
677,Browning,Axis axis,7.35,1.123257751,0.744684551
678,Browning,Axis axis,7.35,-1.890145571,0.537099661
679,Browning,Axis axis,7.35,1.08614454,0.093419065
680,Browning,Axis axis,7.35,0.749776442,0.195930882
681,Browning,Axis axis,7.35,-1.033858932,-1.520556172
682,Browning,Axis axis,7.35,0.835939621,0.553454797
683,Browning,Axis axis,7.35,2.965081972,1.075786254
684,Browning,Semnopithecus schistaceus,7.35,-1.576548968,-0.381530533
685,Browning,Axis axis,7.35,-1.576548968,-0.381530533
686,Browning,Axis axis,7.35,1.463172991,-0.681659051
687,Browning,Axis axis,7.35,0.42298959,0.170727889
688,Browning,Axis axis,7.35,3.1757328,0.095982104
689,Browning,Semnopithecus schistaceus,7.35,1.289286494,-0.166076233
690,Browning,Semnopithecus schistaceus,7.35,1.319331769,-0.017797604
691,Browning,Semnopithecus schistaceus,7.35,1.180979019,-0.101778717
692,Browning,Axis axis,7.35,1.180979019,-0.101778717
693,Browning,Axis axis,7.35,-2.009941543,1.07686668
694,Browning,Axis axis,7.35,1.150784635,1.49202038
695,Browning,Axis axis,7.35,-1.913199873,0.382585639
696,Browning,Axis axis,7.35,1.509160831,0.194377895
697,Browning,Axis axis,7.35,2.979504451,-0.026936884
698,Browning,Axis axis,7.35,1.319789224,0.708142917
699,Browning,Axis axis,7.35,2.718745068,0.502842309
700,Browning,Sus scrofa,7.35,1.244657002,0.415846051
701,Browning,Axis axis,7.35,1.20225378,0.432161506
702,Browning,Axis axis,7.35,-1.711556417,0.136916763
703,Browning,Axis axis,7.35,1.719028341,-0.966538569
704,Browning,Hystrix indica,7.35,1.162977138,-0.843472621
705,Browning,Axis axis,7.35,-1.628374455,-1.037056088
706,Browning,Semnopithecus schistaceus,7.35,-0.298004831,0.464027249
707,Browning,Semnopithecus schistaceus,7.35,2.908367459,0.362269928
708,Browning,Axis axis,7.35,-3.31003281,0.026190737
709,Browning,Axis axis,7.35,1.385156477,0.239455387
710,Browning,Axis axis,7.35,2.859247831,0.442834335
711,Browning,Axis axis,7.35,-1.41376006,0.362410373
712,Browning,Axis axis,7.35,-1.157570823,0.851703237
713,Browning,Macaca mulatta,7.35,-0.408441918,0.083074802
714,Browning,Axis axis,7.35,-2.320722921,1.093621802
715,Browning,Axis axis,7.35,-2.190538267,1.161468198
716,Browning,Canis aureus,7.35,1.24607544,0.621086093
717,Browning,Rhinoceros unicornis,7.35,-0.084513747,-0.959402535
718,Browning,Panthera tigris,7.35,1.12465736,0.288019794
719,Browning,Rusa unicolor,7.35,-1.828570164,0.623288885
720,Browning,Panthera tigris,7.35,-0.668426909,0.154621742
721,Browning,Axis porcinus,7.35,-0.171766775,0.228457938
722,Browning,Rhinoceros unicornis,7.35,2.388483283,0.055053652
723,Browning,Rhinoceros unicornis,7.35,1.171858681,1.25965443
724,Browning,Macaca mulatta,7.35,3.305142257,0.594423025
725,Browning,Macaca mulatta,7.35,-1.795203825,0.471180561
726,Browning,Muntiacus muntjak,7.5,1.418975193,0.368478717
727,Browning,Hystrix indica,7.5,-1.624359961,0.218125725
728,Browning,Hystrix indica,7.5,1.212910684,-0.038169563
729,Browning,Muntiacus muntjak,7,-2.217113884,-1.886924894
730,Browning,Muntiacus muntjak,7,-0.925394761,0.028390533
731,Browning,Muntiacus muntjak,7,-0.03786499,-0.019034497
732,Browning,Muntiacus muntjak,7,0.572350955,0.547245279
733,Browning,Axis axis,7.4,3.187320813,1.208816064
734,Browning,Axis axis,7.4,1.956653212,-2.132398756
735,Browning,Axis axis,7.4,1.149355876,-0.304255251
736,Browning,Axis axis,7.4,1.1701011,0.980709974
737,Browning,Axis axis,7.4,2.212058817,0.982434585
738,Browning,Axis axis,7.4,1.081508301,-1.034333337
739,Browning,Axis axis,7.4,1.924969179,0.688284374
740,Browning,Axis axis,7.4,1.049232208,-0.636173609
741,Browning,Axis axis,7.4,0.11112253,0.254749172
742,Browning,Axis axis,7.4,2.217070549,-0.673194562
743,Browning,Axis axis,7.4,3.053212152,1.2455311
744,Browning,Axis axis,7.4,2.282566725,-0.424113024
745,Browning,Axis axis,7.4,1.163001521,0.258549738
746,Browning,Muntiacus muntjak,7.4,0.960561974,-1.249961641
747,Browning,Axis axis,7.4,1.627517383,0.680401364
748,Browning,Axis axis,7.4,-0.416514932,0.479634708
749,Browning,Axis axis,7.4,0.330495945,-0.804252765
750,Browning,Axis axis,7.4,3.452296646,-1.893451233
751,Browning,Macaca mulatta,7.2,1.29238106,-0.470288535
752,Browning,Semnopithecus schistaceus,7.2,-2.918449636,0.834858095
753,Browning,Semnopithecus schistaceus,7.2,-0.599068402,-0.073270186
754,Browning,Hystrix indica,7.2,1.053677885,0.174045008
755,Browning,Macaca mulatta,7.2,-0.681657473,2.370420621
756,Browning,Hystrix indica,7.2,0.586289098,0.337561313
757,Browning,Canis aureus,7.2,-2.493011943,0.218232142
758,Browning,Hystrix indica,7.4,0.316023569,-1.279953066
759,Browning,Macaca mulatta,7.4,0.455574682,0.006146186
760,Browning,Macaca mulatta,7.4,-2.543593087,0.188080112
761,Browning,Muntiacus muntjak,8.1,-1.454541455,0.391091729
762,Browning,Hystrix indica,8.1,-2.448264773,-0.176988866
763,Browning,Muntiacus muntjak,8.1,-2.110247123,0.136581166
764,Browning,Axis axis,8.1,1.14833294,0.095767767
765,Browning,Hystrix indica,8.1,2.513786794,0.784696925
766,Browning,Axis axis,8.1,1.394257862,-0.409293432
767,Browning,Muntiacus muntjak,8.1,0.392863791,-0.002563086
768,Browning,Muntiacus muntjak,8.1,-1.65954267,-0.430761394
769,Browning,Muntiacus muntjak,8.1,-1.658968882,-0.196894211
770,Browning,Muntiacus muntjak,7.7,1.472261585,-0.298685639
771,Browning,Macaca mulatta,7,-0.873996474,-0.845918928
772,Browning,Panthera tigris,7,2.40736128,0.044817896
773,Browning,Sus scrofa,7,1.266808691,0.346476233
774,Browning,Macaca mulatta,7,2.672754182,0.837476521
775,Browning,Semnopithecus schistaceus,7,0.606409473,1.656198575
776,Browning,Rhinoceros unicornis,7.1,-3.258143454,-0.548280974
777,Browning,Axis axis,7.8,2.949444034,-0.160445978
778,Browning,Semnopithecus schistaceus,7.8,2.431347236,0.157702567
779,Browning,Macaca mulatta,7.8,2.575782526,-0.748528456
780,Browning,Axis axis,7.8,-1.707828127,0.978597829
781,Browning,Rhinoceros unicornis,7.8,2.535726006,0.954973982
782,Browning,Sus scrofa,7.8,2.258508372,0.433152553
783,Browning,Sus scrofa,7.8,1.059949778,0.367924875
784,Browning,Rusa unicolor,7.8,-1.231172434,-0.683867805
785,Browning,Sus scrofa,7.8,0.619662947,0.441306013
786,Browning,Rusa unicolor,7.7,1.159045674,0.588577881
787,Browning,Macaca mulatta,7.7,2.662441249,0.572184531
788,Browning,Axis axis,7.7,-1.010444924,-1.193594413
789,Browning,Muntiacus muntjak,7.4,2.676425454,-0.447682437
790,Browning,Semnopithecus schistaceus,7.3,0.028758032,1.890248538
791,Browning,Macaca mulatta,7.3,-2.04822992,-0.120357883
792,Browning,Semnopithecus schistaceus,7.3,0.580911174,1.017547117
793,Browning,Macaca mulatta,7.3,-0.811929577,0.545825811
794,Browning,Macaca mulatta,7.3,-0.699747868,1.222036645
795,Browning,Muntiacus muntjak,7.3,-0.360998468,0.370559543
796,Browning,Hystrix indica,7.3,-0.73236055,0.116854809
797,Browning,Rusa unicolor,7.3,3.607526254,0.592264191
798,Browning,Axis axis,7.3,-0.53947615,0.719805165
799,Browning,Axis axis,7.3,-1.065467675,-0.436230296
800,Browning,Macaca mulatta,7.3,0.716171841,-0.023166715
801,Browning,Muntiacus muntjak,7.3,0.846024168,0.596813629
802,Browning,Muntiacus muntjak,7.3,0.729014064,0.298272185
803,Browning,Muntiacus muntjak,7.3,0.942929775,0.260139193
804,Browning,Hystrix indica,7.3,-0.569087062,0.337857951
805,Browning,Hystrix indica,7.3,-1.421699376,-0.209543077
806,Browning,Axis axis,7.4,-3.264224918,0.075569056
807,Browning,Semnopithecus schistaceus,7.4,-2.801213273,0.761499279
808,Browning,Macaca mulatta,7.4,0.006603617,1.854664045
809,Browning,Axis axis,7.4,2.743800316,-0.113377402
810,Browning,Macaca mulatta,7.7,0.167443607,-0.081108381
811,Browning,Macaca mulatta,7.7,-1.772080949,-0.54668607
812,Browning,Elephas maximus,7.7,-3.919108498,0.326281922
813,Browning,Sus scrofa,7.7,-2.527363484,0.347110033
814,Browning,Axis axis,7.7,0.700536727,-0.207658226
815,Browning,Semnopithecus schistaceus,7.7,-1.461552638,-0.766401925
816,Browning,Macaca mulatta,7.7,-1.155513259,-0.136748729
817,Browning,Panthera tigris,7.7,-2.043022268,0.079948896
818,Browning,Semnopithecus schistaceus,7.7,-0.926542378,-1.241482366
819,Browning,Semnopithecus schistaceus,7.7,-0.095348152,-1.309711161
820,Browning,Panthera tigris,7.7,-1.282657415,-0.45859114
821,Browning,Panthera tigris,7.7,-1.505149591,-0.634859219
822,Browning,Panthera tigris,7.7,-1.578863364,0.028161592
823,Browning,Sus scrofa,7.7,-1.481002806,-0.401440299
824,Browning,Panthera tigris,7.7,-1.547352105,-0.62483175
825,Browning,Macaca mulatta,7.4,-1.393080544,0.258274987
826,Browning,Macaca mulatta,7.4,-2.928322433,-1.438220065
827,Browning,Macaca mulatta,7.4,-3.280496614,-0.310869914
828,Browning,Hystrix indica,7.55,-2.129010238,-0.894185401
829,Browning,Hystrix indica,7.55,3.397378872,-0.076797841
830,Browning,Hystrix indica,7.55,3.483580832,0.235301638
831,Browning,Hystrix indica,7.55,-1.988326792,0.746742182
832,Browning,Macaca mulatta,7.55,0.711344219,-0.166824315
833,Browning,Hystrix indica,7.55,-2.031058079,0.730387052
834,Browning,Semnopithecus schistaceus,7.55,-0.166074493,1.031880141
835,Browning,Rusa unicolor,7.55,-0.071029179,-0.725089534
836,Browning,Macaca mulatta,7.55,0.634107529,-0.25343029
837,Browning,Macaca mulatta,7.55,3.121489046,0.156546634
838,Browning,Macaca mulatta,7.5,-2.559512542,-0.632784629
839,Browning,Sus scrofa,7.5,2.862435694,0.865184735
840,Browning,Macaca mulatta,7.5,-3.08113048,-0.142763295
841,Browning,Macaca mulatta,7.5,2.274734,-1.17772574
842,Browning,Macaca mulatta,7.5,-2.233634952,-0.739015625
843,Browning,Macaca mulatta,7.5,2.136876049,-0.38824174
844,Browning,Macaca mulatta,7.5,-2.663559156,0.318964525
845,Browning,Axis axis,7.5,2.576311442,0.93202396
846,Browning,Macaca mulatta,7.5,-0.549297705,-0.310285905
847,Browning,Sus scrofa,7.1,0.920295645,-0.637341843
848,Browning,Semnopithecus schistaceus,7.1,3.614923905,1.346888673
849,Browning,Semnopithecus schistaceus,7.1,-2.078060048,-0.05408393
850,Browning,Semnopithecus schistaceus,7.1,-1.43498489,-0.132879209
851,Browning,Axis axis,7.1,-1.43498489,-0.132879209
852,Browning,Rusa unicolor,7.1,0.957404341,0.476064737
853,Browning,Sus scrofa,7.1,3.169082585,0.186471194
854,Browning,Axis axis,7.1,3.183926063,0.282953802
855,Browning,Rusa unicolor,7.1,1.36559999,1.247779882
856,Browning,Panthera tigris,7.1,2.619873893,0.475919018
857,Browning,Semnopithecus schistaceus,7.4,1.777745896,-1.665770176
858,Browning,Canis aureus,7.4,2.378768039,-1.211939556
859,Browning,Semnopithecus schistaceus,7.4,-0.713230843,-1.314856335
860,Browning,Axis axis,7.4,1.834228318,-0.080847151
861,Browning,Semnopithecus schistaceus,7.4,1.834228318,-0.080847151
862,Browning,Axis axis,7.4,2.165602446,-1.003021113
863,Browning,Axis axis,7.4,0.890948299,-0.747540188
864,Browning,Macaca mulatta,7.4,-1.875076319,0.272711338
865,Browning,Macaca mulatta,7.4,0.981069909,-0.343320068
866,Browning,Semnopithecus schistaceus,7.1,-0.67102468,-0.199943888
867,Browning,Semnopithecus schistaceus,7.1,-0.965756119,0.130457099
868,Browning,Semnopithecus schistaceus,7.1,-0.845109755,0.018168646
