"","model","scientificName","height","major_axis_mod","minor_axis","profile","profile_se"
"1937","Browning","Axis porcinus",8.4,2.14940279319692,0.790890060449292,3.74369713436455,0.611911708465094
"2034","Browning","Rhinoceros unicornis",8.1,2.64992061268298,0.975059621297636,4.61546818278745,0.60574398804947
"2057","Hiperfire2","Rusa unicolor",7.5,1.49604626972499,0.554309019831574,2.61059343542033,0.603202960811839
"2059","Hiperfire2","Macaca mulatta",7.5,1.40859941796893,0.521908565604199,2.45799910611225,0.642403641070286
"2060","Hiperfire2","Muntiacus muntjak",7.5,1.41994475014546,0.526112192247105,2.47779665536061,0.587117594651524
"2106","Hiperfire2","Axis axis",8.2,1.62313257534751,0.601396524362153,2.83235841816445,0.665283055654233
"2108","Hiperfire2","Sus scrofa",7.08,1.36888800161154,0.507194852049582,2.38870287848094,0.612787653140218
"2109","Hiperfire2","Semnopithecus schistaceus",7.08,1.32765007031483,0.491915540346766,2.31674288973453,0.610544505607059
"2121","Hiperfire2","Panthera tigris",7.35,1.45382530440276,0.53866547833308,2.53691805709959,0.613649597303571
"2128","Hiperfire2","Muntiacus muntjak",7.35,1.38589242180218,0.513495261120759,2.41837550868037,0.624159131904067
"2160","Hiperfire1","Hystrix indica",7.25,1.23885671937055,0.732653483723636,2.51020475342836,0.611775493559848
"2167","Hiperfire1","Elephas maximus",7.1,1.85574039719411,1.09747531383755,3.76015102741868,0.59956637556436
"2176","Hiperfire1","Elephas maximus",7.7,2.0449605173305,1.20937911840259,4.14355391621439,0.64465348615669
"2182","Hiperfire1","Sus scrofa",7.4,1.31228583468435,0.776079084360277,2.65898879876527,0.63936684439359
"2188","Hiperfire2","Axis axis",7.7,1.49697393764245,0.554652735600571,2.61221221140645,0.58973272067434
"2189","Hiperfire2","Elephas maximus",7.7,2.24653839941897,0.832378331737582,3.92019853705524,0.61066690393502
"2193","Hiperfire2","Semnopithecus schistaceus",7.7,1.46776632161836,0.543830847710095,2.5612450640663,0.592223757211949
"2204","Hiperfire1","Semnopithecus schistaceus",7.45,1.28309296047579,0.758814568896635,2.59983741308945,0.612118740524398
"2221","Hiperfire2","Panthera tigris",7.4,1.46563625378868,0.543041623583316,2.55752810610471,0.594921189103719
"2231","Hiperfire1","Axis porcinus",7.25,1.25195446279642,0.740399421732317,2.5367437528887,0.617780871503766
"2243","Hiperfire1","Macaca mulatta",7.4,1.26162601252252,0.746119126431854,2.5563405066665,0.63838765823116
"2246","Hiperfire1","Axis porcinus",7.1,1.22193078445709,0.722643572984383,2.47590896957245,0.62072772100087
"2248","Hiperfire1","Macaca mulatta",7.5,1.28220830555408,0.758291388531911,2.59804490153029,0.625882071655677
"2255","Hiperfire2","Axis porcinus",7.4,1.40915698547916,0.522115153265517,2.45897205869498,0.649830129911896
"2274","Hiperfire2","Rusa unicolor",7.7,1.54525773936894,0.572542654749711,2.69646720964757,0.604277975067629
"2276","Hiperfire2","Macaca mulatta",7.7,1.45493438026298,0.539076408640142,2.53885338906001,0.618451246287931
"2348","Hiperfire2","Semnopithecus schistaceus",7.8,1.49171160828299,0.552702958586117,2.60302947237036,0.649110908624171
"2353","Hiperfire2","Macaca mulatta",7.35,1.37481916709655,0.509392443523178,2.39905273329017,0.609415717992637
"2385","Hiperfire1","Axis porcinus",7.2,1.2418654855653,0.73443285255607,2.51630119629052,0.620099521124172
"2392","Hiperfire1","Panthera tigris",7.3,1.31271161913588,0.776330891092123,2.65985153465511,0.59335367147121
"2403","Browning","Rusa unicolor",7.4,1.90983565343521,0.702739402858497,3.32643387526185,0.624140123555373
"2404","Hiperfire1","Rusa unicolor",7.1,1.27645145605588,0.754886817386447,2.58638021848082,0.616913799249066
"2414","Hiperfire2","Rusa unicolor",7.45,1.48399025874338,0.549842075348953,2.58955575512738,0.629796369606435
"2416","Hiperfire1","Panthera tigris",6.5,1.15330910864308,0.682061067309605,2.33686588725049,0.596265860531062
"2482","Hiperfire2","Muntiacus muntjak",7.1,1.33094357091563,0.493135834883633,2.32249003220064,0.62426328052159
"2515","Hiperfire2","Elephas maximus",7.35,2.12283391817392,0.786543847112771,3.70433482133623,0.618199491315053
"2543","Hiperfire2","Axis porcinus",4.5,0.881350796797397,0.326554536572152,1.53795283674262,0.623152262450864
"2544","Hiperfire2","Sus scrofa",4.5,0.901668262586722,0.334082481913851,1.57340671533405,0.598569205576476
"2545","Hiperfire2","Axis axis",4.5,0.891907488309164,0.330465959262059,1.55637421188193,0.636872763758828
"2569","Hiperfire2","Axis axis",7.5,1.44930015118391,0.536988836844053,2.52902168682919,0.643811079545382
"2571","Hiperfire2","Semnopithecus schistaceus",7.5,1.42102270342414,0.52651159114099,2.47967767856822,0.621894841823527
"2585","Hiperfire2","Hystrix indica",7.8,1.48766014969883,0.551201828519407,2.59595969692442,0.638185839579116
"2594","Hiperfire2","Hystrix indica",7.25,1.36097453611342,0.50426278678362,2.37489391982846,0.620367731231022
"2595","Hiperfire2","Muntiacus muntjak",7.25,1.36364576826531,0.505252520928759,2.37955520688978,0.651192483339167
"2608","Hiperfire2","Axis axis",7.45,1.43762084761429,0.532661468469823,2.50864135913068,0.574111931564949
