camera_type	scientificName	cameraheight	major_axis_mod	minor_axis	profile	profile_se	contact_species	sum_effortday_all	species_traprate	effort_cameraheight	effort_cameraheight_cameratype	contact_species_cameraheight	contact_species_camereaheight_cameratype	hmean_speed	hmean_speed_se	groupsize_speed	activity_level	al_se	groupsize_al	profile_km	profile_se_km	hspeed_kmd	hspeed_se_kmd	group_size	group_size_se
Browning	Rhinoceros unicornis	7.1	2.253997107	0.82937638	3.250252616	0.500724663	232	32144	0.007217521	4077	1829	46	34	0.235005299	0.031100322	228	0.32306239	0.008749996	2966	0.003250253	5.01E-04	20.30445779	2.68706785	1.15	0.02
Browning	Hystrix indica	7.1	1.723403598	0.634140227	2.485139415	0.528932529	117	32144	0.003639871	4077	1829	13	7	0.307255555	0.064327724	104	0.24988632	0.01686318	624	0.002485139	5.29E-04	26.54687991	5.55791535	1.25	0.04
Browning	Panthera tigris	7.1	1.8114288	0.666529809	2.612071319	0.532492289	436	32144	0.013563962	4077	1829	58	38	0.391365283	0.08185127	188	0.6335	0.02745258	2926	0.002612071	5.32E-04	33.81396049	7.071949768	1.03	0.01
Browning	Sus scrofa	7.1	1.781773227	0.655617802	2.569308131	0.523801925	630	32144	0.019599303	4077	1829	31	16	0.173376753	0.022623663	171	0.48009288	0.01292758	5447	0.002569308	5.24E-04	14.97975146	1.954684445	1.67	0.07
Browning	Elephas maximus	7.15	2.666484345	0.98115438	3.845057161	0.519000396	233	32144	0.007248631	843	843	2	2	0.309954549	0.039236546	135	0.330787652	0.004914778	6492	0.003845057	5.19E-04	26.78007308	3.390037568	1.49	0.11
Browning	Axis porcinus	7.15	1.755773228	0.646050893	2.531816261	0.518386356	246	32144	0.007653061	843	843	5	5	0.092323681	0.010836314	193	0.5685436	0.01427842	2643	0.002531816	5.18E-04	7.976766064	0.936257514	1.11	0.03
Browning	Macaca mulatta	7.15	1.726905602	0.635428818	2.490189288	0.531669433	1927	32144	0.05994898	843	843	22	22	0.292909729	0.037345279	175	0.381303675	0.004671368	18150	0.002490189	5.32E-04	25.30740062	3.226632145	1.8	0.05
Browning	Rusa unicolor	7.15	1.834113128	0.67487669	2.644782007	0.49839063	587	32144	0.018261573	843	843	31	31	0.176947887	0.021980286	158	0.410938726	0.005960006	7608	0.002644782	4.98E-04	15.28829748	1.899096753	1.21	0.03
Browning	Muntiacus muntjak	7.15	1.740814679	0.640546775	2.510246108	0.514345685	709	32144	0.022056994	843	843	17	17	0.173213457	0.017168193	203	0.32769603	0.007022684	5456	0.002510246	5.14E-04	14.96564269	1.483331857	1.08	0.01
Browning	Axis axis	7.15	1.776803624	0.653789197	2.562141987	0.516132468	23308	32144	0.725111996	843	843	527	527	0.085787425	0.008157255	312	0.406569211	0.002412088	273000	0.002562142	5.16E-04	7.412033545	0.704786827	2.14	0.02
Browning	Semnopithecus schistaceus	7.15	1.742136221	0.641033047	2.512151765	0.537643263	1144	32144	0.035589846	843	843	13	13	0.151422949	0.03034331	127	0.219931391	0.003305612	13533	0.002512152	5.38E-04	13.0829428	2.621661977	1.66	0.06
Browning	Panthera tigris	7.15	1.826144938	0.67194473	2.633291917	0.51409643	436	32144	0.013563962	843	843	5	5	0.391365283	0.08185127	188	0.6335	0.02745258	2926	0.002633292	5.14E-04	33.81396049	7.071949768	1.03	0.01
Browning	Hystrix indica	7.15	1.737404614	0.639292014	2.505328812	0.505808428	117	32144	0.003639871	843	843	1	1	0.307255555	0.064327724	104	0.24988632	0.01686318	624	0.002505329	5.06E-04	26.54687991	5.55791535	1.25	0.04
Browning	Sus scrofa	7.15	1.796248442	0.660944074	2.590181319	0.545040387	630	32144	0.019599303	843	843	15	15	0.173376753	0.022623663	171	0.48009288	0.01292758	5447	0.002590181	5.45E-04	14.97975146	1.954684445	1.67	0.07
Browning	Axis axis	7.6	1.911019904	0.703175157	2.755681195	0.531838738	23308	32144	0.725111996	740	740	1840	1840	0.085787425	0.008157255	312	0.406569211	0.002412088	273000	0.002755681	5.32E-04	7.412033545	0.704786827	2.14	0.02
Browning	Elephas maximus	7.6	2.867905371	1.055268868	4.135505279	0.515584024	233	32144	0.007248631	740	740	38	38	0.309954549	0.039236546	135	0.330787652	0.004914778	6492	0.004135505	5.16E-04	26.78007308	3.390037568	1.49	0.11
Browning	Rhinoceros unicornis	7.6	2.443954458	0.899272717	3.524170172	0.500480502	232	32144	0.007217521	740	740	8	8	0.235005299	0.031100322	228	0.32306239	0.008749996	2966	0.00352417	5.00E-04	20.30445779	2.68706785	1.15	0.02
Browning	Hystrix indica	7.6	1.86864477	0.687582886	2.694576464	0.493797725	117	32144	0.003639871	740	740	11	11	0.307255555	0.064327724	104	0.24988632	0.01686318	624	0.002694576	4.94E-04	26.54687991	5.55791535	1.25	0.04
Browning	Semnopithecus schistaceus	7.6	1.873733793	0.689455433	2.70191481	0.559375715	1144	32144	0.035589846	740	740	71	71	0.151422949	0.03034331	127	0.219931391	0.003305612	13533	0.002701915	5.59E-04	13.0829428	2.621661977	1.66	0.06
Browning	Macaca mulatta	7.6	1.857352683	0.683427871	2.67829333	0.538774633	1927	32144	0.05994898	740	740	263	263	0.292909729	0.037345279	175	0.381303675	0.004671368	18150	0.002678293	5.39E-04	25.30740062	3.226632145	1.8	0.05
Browning	Sus scrofa	7.6	1.931933546	0.7108705	2.785838563	0.54623943	630	32144	0.019599303	740	740	17	17	0.173376753	0.022623663	171	0.48009288	0.01292758	5447	0.002785839	5.46E-04	14.97975146	1.954684445	1.67	0.07
Browning	Panthera tigris	7.6	1.964088365	0.722702125	2.832205652	0.507815699	436	32144	0.013563962	740	740	10	10	0.391365283	0.08185127	188	0.6335	0.02745258	2926	0.002832206	5.08E-04	33.81396049	7.071949768	1.03	0.01
Browning	Rhinoceros unicornis	7.5	2.404723558	0.884837391	3.467599408	0.516051198	232	32144	0.007217521	5595	3904	36	19	0.235005299	0.031100322	228	0.32306239	0.008749996	2966	0.003467599	5.16E-04	20.30445779	2.68706785	1.15	0.02
Browning	Sus scrofa	7.5	1.900921719	0.699459449	2.741119663	0.521622366	630	32144	0.019599303	5595	3904	103	105	0.173376753	0.022623663	171	0.48009288	0.01292758	5447	0.00274112	5.22E-04	14.97975146	1.954684445	1.67	0.07
Browning	Muntiacus muntjak	7.5	1.842257649	0.677873532	2.656526366	0.495784276	709	32144	0.022056994	5595	3904	99	75	0.173213457	0.017168193	203	0.32769603	0.007022684	5456	0.002656526	4.96E-04	14.96564269	1.483331857	1.08	0.01
Browning	Muntiacus muntjak	7.3	1.783587691	0.656285449	2.571924578	0.481087387	709	32144	0.022056994	1294	459	129	85	0.173213457	0.017168193	203	0.32769603	0.007022684	5456	0.002571925	4.81E-04	14.96564269	1.483331857	1.08	0.01
Browning	Axis porcinus	7.3	1.798913781	0.661924807	2.594024725	0.530615456	246	32144	0.007653061	1294	459	3	1	0.092323681	0.010836314	193	0.5685436	0.01427842	2643	0.002594025	5.31E-04	7.976766064	0.936257514	1.11	0.03
Browning	Rusa unicolor	7.3	1.879178547	0.691458874	2.709766117	0.525836619	587	32144	0.018261573	1294	459	31	9	0.176947887	0.021980286	158	0.410938726	0.005960006	7608	0.002709766	5.26E-04	15.28829748	1.899096753	1.21	0.03
Browning	Sus scrofa	7.3	1.8403835	0.677183924	2.653823852	0.486974963	630	32144	0.019599303	1294	459	33	21	0.173376753	0.022623663	171	0.48009288	0.01292758	5447	0.002653824	4.87E-04	14.97975146	1.954684445	1.67	0.07
Browning	Axis axis	8.4	2.175148027	0.800363226	3.136552635	0.516720549	23308	32144	0.725111996	581	581	537	537	0.085787425	0.008157255	312	0.406569211	0.002412088	273000	0.003136553	5.17E-04	7.412033545	0.704786827	2.14	0.02
Browning	Macaca mulatta	8.4	2.114063289	0.777886605	3.048468747	0.537279185	1927	32144	0.05994898	581	581	95	95	0.292909729	0.037345279	175	0.381303675	0.004671368	18150	0.003048469	5.37E-04	25.30740062	3.226632145	1.8	0.05
Browning	Hystrix indica	8.4	2.126916092	0.782615898	3.067002424	0.528962158	117	32144	0.003639871	581	581	1	1	0.307255555	0.064327724	104	0.24988632	0.01686318	624	0.003067002	5.29E-04	26.54687991	5.55791535	1.25	0.04
Browning	Panthera tigris	8.4	2.235551248	0.822589078	3.22365378	0.520832001	436	32144	0.013563962	581	581	24	24	0.391365283	0.08185127	188	0.6335	0.02745258	2926	0.003223654	5.21E-04	33.81396049	7.071949768	1.03	0.01
Browning	Rhinoceros unicornis	8.4	2.781741157	1.023564052	4.011256911	0.528249885	232	32144	0.007217521	581	581	36	36	0.235005299	0.031100322	228	0.32306239	0.008749996	2966	0.004011257	5.28E-04	20.30445779	2.68706785	1.15	0.02
Browning	Axis axis	7.5	1.880343787	0.691887633	2.711446388	0.505636617	23308	32144	0.725111996	5595	3904	2339	1873	0.085787425	0.008157255	312	0.406569211	0.002412088	273000	0.002711446	5.06E-04	7.412033545	0.704786827	2.14	0.02
