model	scientificName	height	x_meters	y_meters
Browning	Panthera tigris	7.5	-1.261776088	-0.62710789
Browning	Axis porcinus	7.5	-2.709551498	0.111271207
Browning	Axis porcinus	7.5	-1.366488508	-0.568068794
Browning	Axis porcinus	7.5	2.117493566	-0.487606419
Browning	Panthera tigris	7.5	0.105182248	0.311143089
Browning	Panthera tigris	7.5	-1.317097357	-0.226376108
Browning	Panthera tigris	8.1	-3.273578789	-0.344945727
Browning	Sus scrofa	8.1	0.6688973	0.534482811
Browning	Panthera tigris	8.1	-2.463912841	-0.083612163
Browning	Axis axis	8.1	0.589409958	1.20976462
Browning	Elephas maximus	8.1	-1.728803175	-1.692962133
Browning	Elephas maximus	8.1	-2.241842028	-0.605639468
Browning	Sus scrofa	8.1	-1.625674452	0.24660296
Browning	Sus scrofa	8.1	0.296346905	0.280471178
Browning	Sus scrofa	8.1	0.744855372	0.673744154
Browning	Elephas maximus	7.35	-2.892582873	0.583490593
Browning	Elephas maximus	7.35	-2.518276656	1.94641134
Browning	Elephas maximus	7.35	1.484553115	1.233939122
Browning	Rhinoceros unicornis	7.35	0.714525316	1.207202046
Browning	Rhinoceros unicornis	7.35	-2.028329929	1.038174552
Browning	Elephas maximus	7.35	0.374964447	-1.268374633
Browning	Hystrix indica	7.35	-1.237842259	-0.286785452
Browning	Axis porcinus	7.35	-1.757245129	0.287317627
Browning	Axis porcinus	7.35	-2.186666323	0.631121196
Browning	Hystrix indica	7.1	-1.311122647	-0.504024942
Browning	Macaca mulatta	7.1	0.740507166	0.377182058
Browning	Macaca mulatta	7.1	0.945006808	-0.015810266
Browning	Axis porcinus	7.1	0.161657967	0.265179666
Browning	Rhinoceros unicornis	7.1	-0.928288975	-1.563395967
Browning	Rhinoceros unicornis	7.1	-0.430460866	1.002862492
Browning	Rhinoceros unicornis	7.1	0.710712882	0.560066565
Browning	Rhinoceros unicornis	7.1	-0.87953869	-0.670714661
Browning	Axis axis	7.15	3.009144677	0.099682979
Browning	Axis axis	7.15	0.374435603	0.822701336
Browning	Semnopithecus schistaceus	7.15	2.381489522	-0.064432992
Browning	Axis axis	7.15	2.381489522	-0.064432992
Browning	Sus scrofa	7.15	3.094238005	0.367180499
Browning	Rusa unicolor	7.15	1.18836677	-0.387714001
Browning	Rusa unicolor	7.15	0.672660436	-0.365291987
Browning	Rusa unicolor	7.15	0.627816407	-0.589512132
Browning	Muntiacus muntjak	7.15	-2.167461404	-0.148545846
Browning	Rusa unicolor	7.15	2.526134207	-0.093127638
Browning	Muntiacus muntjak	7.15	2.884609291	0.308821396
Browning	Macaca mulatta	7.15	0.270166143	-0.501742569
Browning	Rusa unicolor	7.15	2.75307416	-0.434536103
Browning	Rusa unicolor	7.5	0.250875687	-0.218536243
Browning	Axis axis	7.5	-1.098930377	-0.239143156
Browning	Macaca mulatta	7.5	-1.098930377	-0.239143156
Browning	Axis axis	7.5	1.960486008	0.158666675
Browning	Macaca mulatta	7.5	-2.004331305	-0.423931047
Browning	Muntiacus muntjak	7.3	-0.947875266	-0.196506276
Browning	Muntiacus muntjak	7.3	-2.307543567	0.593270498
Browning	Muntiacus muntjak	7.3	0.795071252	-0.194555269
Browning	Muntiacus muntjak	7.3	2.435231092	-0.162668952
Browning	Muntiacus muntjak	7.3	-1.241799191	0.036303239
Browning	Muntiacus muntjak	7.3	-0.571683747	0.836013207
Browning	Muntiacus muntjak	7.3	-0.855454608	0.491809273
Browning	Muntiacus muntjak	7.3	0.083938824	0.153569893
Browning	Axis axis	7.3	1.945766521	-0.262061505
Browning	Hystrix indica	7.3	2.250143834	-0.114694858
Browning	Panthera tigris	7.3	-1.442221606	0.863234493
Browning	Panthera tigris	7.3	0.74781861	0.413017166
Browning	Muntiacus muntjak	7.3	-1.614106541	0.428184922
Browning	Panthera tigris	7.3	1.839023317	-0.655295134
Browning	Sus scrofa	7.3	-1.014896686	0.855586665
Browning	Sus scrofa	7.3	3.617000218	1.328713424
Browning	Muntiacus muntjak	7.3	-0.849283836	0.128542542
Browning	Hystrix indica	7.3	2.299057941	-0.169133239
Browning	Muntiacus muntjak	7.3	-0.689585209	0.453841155
Browning	Sus scrofa	7.3	-1.897040739	0.299034362
Browning	Rusa unicolor	7.5	0.156797304	-0.845725461
Browning	Axis porcinus	7.5	-1.063644391	0.670757059
Browning	Rusa unicolor	7.5	-1.583652774	1.216159092
Browning	Rusa unicolor	7.5	3.849373823	-0.234215973
Browning	Rusa unicolor	7.5	-1.709090618	1.184799631
Browning	Macaca mulatta	7.5	-2.486827181	0.170674006
Browning	Rusa unicolor	7.5	2.743952827	0.040179309
Browning	Panthera tigris	7.5	-1.0819014	-0.014699747
Browning	Axis porcinus	7.5	-1.361504587	-0.076857878
Browning	Muntiacus muntjak	7.5	-1.544453448	-0.022539613
Browning	Rusa unicolor	7.5	0.631322872	-0.402772225
Browning	Macaca mulatta	7.5	-0.518828265	-0.31151067
Browning	Macaca mulatta	7.5	-1.278007209	0.176044069
Browning	Rhinoceros unicornis	7.5	-0.3606338	-1.347476835
Browning	Rusa unicolor	7.5	-2.14812307	-0.86142968
Browning	Muntiacus muntjak	7.5	-3.175300064	-0.072286495
Browning	Rusa unicolor	7.5	-2.383319027	0.886884753
Browning	Rusa unicolor	7.5	-2.885360748	0.077824328
Browning	Macaca mulatta	8.4	3.3740945	-0.348303468
Browning	Rhinoceros unicornis	8.4	-3.784459739	-0.955993165
Browning	Rhinoceros unicornis	8.4	-3.301524041	0.255724649
Browning	Axis axis	8.4	2.366383859	1.39308161
Browning	Macaca mulatta	8.4	-2.465481547	-1.195463477
Browning	Axis axis	8.4	-2.247403607	-0.029964936
Browning	Axis axis	8.4	0.983020918	0.400254128
Browning	Rhinoceros unicornis	8.4	-2.620350255	1.136029167
Browning	Rhinoceros unicornis	8.4	-3.082007815	-0.464276818
Browning	Axis axis	8.4	2.095279236	0.105334061
Browning	Rhinoceros unicornis	8.4	-2.332494869	0.624560265
Browning	Axis axis	8.4	2.731533454	0.13908055
Browning	Axis axis	8.4	3.522580046	-0.313984929
Browning	Axis axis	8.4	-2.94385952	-0.797928917
Browning	Muntiacus muntjak	8.4	0.614645433	0.343542894
Browning	Semnopithecus schistaceus	8.4	1.732770464	0.424342788
Browning	Semnopithecus schistaceus	8.4	-2.516384834	-1.263524394
Browning	Rhinoceros unicornis	8.4	-2.326871997	0.887943135
Browning	Axis axis	8.4	-2.632253288	-0.651126717
Browning	Axis axis	8.4	0.380327362	0.129001453
Browning	Axis axis	8.4	-0.612138536	0.002921574
Browning	Rhinoceros unicornis	8.4	-3.459575724	-2.027232348
Browning	Axis axis	8.4	-1.633795816	0.076744414
Browning	Macaca mulatta	7.5	-2.750640252	1.149195581
Browning	Muntiacus muntjak	7.16	0.766824677	-0.325506409
Browning	Axis axis	7.16	-2.047062943	0.1884261
Browning	Sus scrofa	7.16	1.161403115	-0.581517491
Browning	Panthera tigris	7.16	-0.591272182	0.180562549
Browning	Sus scrofa	7.16	-0.232018198	-0.597821082
Browning	Muntiacus muntjak	7.16	-1.197513279	-0.283473847
Browning	Sus scrofa	7.16	1.127968583	0.348051409
Browning	Muntiacus muntjak	7.16	0.067360122	0.232953755
Browning	Muntiacus muntjak	7.16	2.522262345	0.292829419
Browning	Canis aureus	7.16	-0.390123193	-0.057599666
Browning	Muntiacus muntjak	7.16	1.079277481	-0.033569163
Browning	Canis aureus	7.16	0.341790874	-0.171989146
Browning	Canis aureus	7.16	0.810433685	-1.678859938
Browning	Canis aureus	7.16	0.44795887	0.079607596
Browning	Canis aureus	7.16	-2.203185183	-0.346298256
Browning	Rhinoceros unicornis	7.1	1.773795639	-1.067815956
Browning	Macaca mulatta	7.1	-0.314937012	0.363122211
Browning	Rhinoceros unicornis	7.1	-0.274604346	-0.911946189
Browning	Rhinoceros unicornis	7.1	1.796060856	-1.483420097
Browning	Rhinoceros unicornis	7.1	1.046465209	-0.689294017
Browning	Panthera tigris	7.1	1.677313031	-0.325628802
Browning	Rhinoceros unicornis	7.1	2.2413652	0.208736411
Browning	Macaca mulatta	7.1	-0.968935814	0.786042929
Browning	Macaca mulatta	7.1	2.386431682	0.840683904
Browning	Muntiacus muntjak	7.1	1.476107307	-0.052942629
Browning	Rhinoceros unicornis	7.1	1.803482595	1.062289394
Browning	Axis axis	7.1	-2.097481284	0.144512979
Browning	Macaca mulatta	7.1	-2.097481284	0.144512979
Browning	Macaca mulatta	7.1	1.849545561	0.634293862
Browning	Macaca mulatta	7.1	0.586162714	0.028680137
Browning	Panthera tigris	7.1	-0.337109428	0.117648709
Browning	Panthera tigris	7.1	1.580830423	-0.065867934
Browning	Axis axis	7.1	-0.088531816	-0.274712095
Browning	Panthera tigris	7.1	-0.074762367	-0.095711635
Browning	Semnopithecus schistaceus	7.1	1.897620161	0.957621769
Browning	Axis axis	7.1	1.897620161	0.957621769
Browning	Macaca mulatta	7.1	-1.700958889	0.59673744
Browning	Axis axis	7.1	-1.700958889	0.59673744
Browning	Axis axis	7.1	-0.607391018	-1.061108179
Browning	Semnopithecus schistaceus	7.1	2.748515498	0.001586159
Browning	Panthera tigris	7.1	1.989026072	0.357171193
Browning	Panthera tigris	7.1	-0.074217391	0.513027713
Browning	Macaca mulatta	8.2	-3.928736688	1.499401533
Browning	Macaca mulatta	8.2	1.381856178	-0.94777224
Browning	Macaca mulatta	8.2	-1.185463767	-0.212397899
Browning	Macaca mulatta	8.2	1.365701981	0.030576173
Browning	Muntiacus muntjak	8.2	1.671459265	-0.127502341
Browning	Muntiacus muntjak	7.5	0.454712183	-0.618369369
Browning	Macaca mulatta	7.5	0.395138402	-0.936590584
Browning	Muntiacus muntjak	7.5	-2.544251739	0.205897507
Browning	Muntiacus muntjak	7.5	-2.330199007	0.293486827
Browning	Macaca mulatta	7.5	-1.212840204	0.444298699
Browning	Muntiacus muntjak	7.5	-4.038105473	0.019269126
Browning	Axis axis	7.5	3.005189398	-0.330630105
Browning	Sus scrofa	7.5	0	-1.457234948
Browning	Sus scrofa	7.5	0.391993261	-0.767326808
Browning	Sus scrofa	7.5	-0.127504828	-0.567359518
Browning	Sus scrofa	7.08	0.147677382	0.008464518
Browning	Sus scrofa	7.08	1.776199864	-1.205410637
Browning	Muntiacus muntjak	7.08	-0.892766336	0.829503125
Browning	Axis porcinus	7.08	-1.855476104	-0.841531215
Browning	Sus scrofa	7.08	-1.457964055	-0.761360671
Browning	Axis porcinus	7.08	-1.494002574	1.142127995
Browning	Muntiacus muntjak	7.08	-0.096467126	0.286949052
Browning	Axis axis	7.08	-1.170387092	0.563357859
Browning	Axis axis	7.08	-2.36112554	0.470296219
Browning	Sus scrofa	7.08	-0.51778897	0.195550754
Browning	Sus scrofa	7.08	-1.361753229	-0.33211237
Browning	Sus scrofa	7.08	2.78271312	0.422772572
Browning	Sus scrofa	7.08	0.925104096	-0.258104043
Browning	Sus scrofa	7.08	0.742669643	-0.346205016
Browning	Muntiacus muntjak	7.08	1.854542894	0.008204577
Browning	Axis axis	7.08	-2.234401163	-0.553672169
Browning	Sus scrofa	7.08	-1.058319086	0.341363411
Browning	Axis axis	7.08	-1.200589128	-0.018756458
Browning	Macaca mulatta	7.5	-2.621942357	-0.103490092
Browning	Macaca mulatta	7.5	1.151727082	-0.553427044
Browning	Macaca mulatta	7.5	-2.756726485	0.042021172
Browning	Rhinoceros unicornis	7.5	-3.025714397	-0.083973154
Browning	Panthera tigris	7.75	-1.896881656	0.185540357
Browning	Rusa unicolor	7.75	-0.026860441	-1.117278579
Browning	Rusa unicolor	7.75	-0.137720299	-0.890118697
Browning	Rusa unicolor	7.75	-0.090534966	-0.856195809
Browning	Rusa unicolor	7.75	-0.248884975	-0.798204051
Browning	Hystrix indica	7.75	-1.048436008	0.678175618
Browning	Panthera tigris	7.75	0.178226269	-0.865815115
Browning	Macaca mulatta	7.8	0.422098193	-0.103089426
Browning	Muntiacus muntjak	7.8	0.470611628	-0.622135491
Browning	Panthera tigris	7.8	1.793761162	1.175117398
Browning	Panthera tigris	7.8	1.718903189	-0.361012075
Browning	Rusa unicolor	7.8	2.780329801	1.150657018
Browning	Panthera tigris	7.8	1.948676899	-0.308812291
Browning	Panthera tigris	7.8	1.98268553	-0.148390273
Browning	Muntiacus muntjak	7.35	1.068819608	0.040588863
Browning	Semnopithecus schistaceus	7.35	-1.105072049	-0.962369502
Browning	Axis axis	7.35	0.064417766	-0.472277739
Browning	Axis axis	7.35	-1.265492619	0.559861624
Browning	Axis axis	7.35	1.716613789	-0.132278689
Browning	Axis axis	7.35	-1.12358854	-0.326988921
Browning	Axis axis	7.35	-2.097386473	-0.094574417
Browning	Axis axis	7.35	-1.465883496	-1.426372309
Browning	Axis axis	7.35	3.020038556	0.0938868
Browning	Axis axis	7.35	1.123257751	0.744684551
Browning	Axis axis	7.35	-1.890145571	0.537099661
Browning	Axis axis	7.35	1.08614454	0.093419065
Browning	Axis axis	7.35	0.749776442	0.195930882
Browning	Axis axis	7.35	-1.033858932	-1.520556172
Browning	Axis axis	7.35	0.835939621	0.553454797
Browning	Axis axis	7.35	2.965081972	1.075786254
Browning	Semnopithecus schistaceus	7.35	-1.576548968	-0.381530533
Browning	Axis axis	7.35	-1.576548968	-0.381530533
Browning	Axis axis	7.35	1.463172991	-0.681659051
Browning	Axis axis	7.35	0.42298959	0.170727889
Browning	Axis axis	7.35	3.1757328	0.095982104
Browning	Semnopithecus schistaceus	7.35	1.289286494	-0.166076233
Browning	Semnopithecus schistaceus	7.35	1.319331769	-0.017797604
Browning	Semnopithecus schistaceus	7.35	1.180979019	-0.101778717
Browning	Axis axis	7.35	1.180979019	-0.101778717
Browning	Axis axis	7.35	-2.009941543	1.07686668
Browning	Axis axis	7.35	1.150784635	1.49202038
Browning	Axis axis	7.35	-1.913199873	0.382585639
Browning	Axis axis	7.35	1.509160831	0.194377895
Browning	Axis axis	7.35	2.979504451	-0.026936884
Browning	Axis axis	7.35	1.319789224	0.708142917
Browning	Axis axis	7.35	2.718745068	0.502842309
Browning	Sus scrofa	7.35	1.244657002	0.415846051
Browning	Axis axis	7.35	1.20225378	0.432161506
Browning	Axis axis	7.35	-1.711556417	0.136916763
Browning	Axis axis	7.35	1.719028341	-0.966538569
Browning	Hystrix indica	7.35	1.162977138	-0.843472621
Browning	Axis axis	7.35	-1.628374455	-1.037056088
Browning	Semnopithecus schistaceus	7.35	-0.298004831	0.464027249
Browning	Semnopithecus schistaceus	7.35	2.908367459	0.362269928
Browning	Axis axis	7.35	-3.31003281	0.026190737
Browning	Axis axis	7.35	1.385156477	0.239455387
Browning	Axis axis	7.35	2.859247831	0.442834335
Browning	Axis axis	7.35	-1.41376006	0.362410373
Browning	Axis axis	7.35	-1.157570823	0.851703237
Browning	Macaca mulatta	7.35	-0.408441918	0.083074802
Browning	Axis axis	7.35	-2.320722921	1.093621802
Browning	Axis axis	7.35	-2.190538267	1.161468198
Browning	Canis aureus	7.35	1.24607544	0.621086093
Browning	Rhinoceros unicornis	7.35	-0.084513747	-0.959402535
Browning	Panthera tigris	7.35	1.12465736	0.288019794
Browning	Rusa unicolor	7.35	-1.828570164	0.623288885
Browning	Panthera tigris	7.35	-0.668426909	0.154621742
Browning	Axis porcinus	7.35	-0.171766775	0.228457938
Browning	Rhinoceros unicornis	7.35	2.388483283	0.055053652
Browning	Rhinoceros unicornis	7.35	1.171858681	1.25965443
Browning	Macaca mulatta	7.35	3.305142257	0.594423025
Browning	Macaca mulatta	7.35	-1.795203825	0.471180561
Browning	Muntiacus muntjak	7.5	1.418975193	0.368478717
Browning	Hystrix indica	7.5	-1.624359961	0.218125725
Browning	Hystrix indica	7.5	1.212910684	-0.038169563
Browning	Muntiacus muntjak	7	-2.217113884	-1.886924894
Browning	Muntiacus muntjak	7	-0.925394761	0.028390533
Browning	Muntiacus muntjak	7	-0.03786499	-0.019034497
Browning	Muntiacus muntjak	7	0.572350955	0.547245279
Browning	Axis axis	7.4	3.187320813	1.208816064
Browning	Axis axis	7.4	1.956653212	-2.132398756
Browning	Axis axis	7.4	1.149355876	-0.304255251
Browning	Axis axis	7.4	1.1701011	0.980709974
Browning	Axis axis	7.4	2.212058817	0.982434585
Browning	Axis axis	7.4	1.081508301	-1.034333337
Browning	Axis axis	7.4	1.924969179	0.688284374
Browning	Axis axis	7.4	1.049232208	-0.636173609
Browning	Axis axis	7.4	0.11112253	0.254749172
Browning	Axis axis	7.4	2.217070549	-0.673194562
Browning	Axis axis	7.4	3.053212152	1.2455311
Browning	Axis axis	7.4	2.282566725	-0.424113024
Browning	Axis axis	7.4	1.163001521	0.258549738
Browning	Muntiacus muntjak	7.4	0.960561974	-1.249961641
Browning	Axis axis	7.4	1.627517383	0.680401364
Browning	Axis axis	7.4	-0.416514932	0.479634708
Browning	Axis axis	7.4	0.330495945	-0.804252765
Browning	Axis axis	7.4	3.452296646	-1.893451233
Browning	Macaca mulatta	7.2	1.29238106	-0.470288535
Browning	Semnopithecus schistaceus	7.2	-2.918449636	0.834858095
Browning	Semnopithecus schistaceus	7.2	-0.599068402	-0.073270186
Browning	Hystrix indica	7.2	1.053677885	0.174045008
Browning	Macaca mulatta	7.2	-0.681657473	2.370420621
Browning	Hystrix indica	7.2	0.586289098	0.337561313
Browning	Canis aureus	7.2	-2.493011943	0.218232142
Browning	Hystrix indica	7.4	0.316023569	-1.279953066
Browning	Macaca mulatta	7.4	0.455574682	0.006146186
Browning	Macaca mulatta	7.4	-2.543593087	0.188080112
Browning	Muntiacus muntjak	8.1	-1.454541455	0.391091729
Browning	Hystrix indica	8.1	-2.448264773	-0.176988866
Browning	Muntiacus muntjak	8.1	-2.110247123	0.136581166
Browning	Axis axis	8.1	1.14833294	0.095767767
Browning	Hystrix indica	8.1	2.513786794	0.784696925
Browning	Axis axis	8.1	1.394257862	-0.409293432
Browning	Muntiacus muntjak	8.1	0.392863791	-0.002563086
Browning	Muntiacus muntjak	8.1	-1.65954267	-0.430761394
Browning	Muntiacus muntjak	8.1	-1.658968882	-0.196894211
Browning	Muntiacus muntjak	7.7	1.472261585	-0.298685639
Browning	Macaca mulatta	7	-0.873996474	-0.845918928
Browning	Panthera tigris	7	2.40736128	0.044817896
Browning	Sus scrofa	7	1.266808691	0.346476233
Browning	Macaca mulatta	7	2.672754182	0.837476521
Browning	Semnopithecus schistaceus	7	0.606409473	1.656198575
Browning	Rhinoceros unicornis	7.1	-3.258143454	-0.548280974
Browning	Axis axis	7.8	2.949444034	-0.160445978
Browning	Semnopithecus schistaceus	7.8	2.431347236	0.157702567
Browning	Macaca mulatta	7.8	2.575782526	-0.748528456
Browning	Axis axis	7.8	-1.707828127	0.978597829
Browning	Rhinoceros unicornis	7.8	2.535726006	0.954973982
Browning	Sus scrofa	7.8	2.258508372	0.433152553
Browning	Sus scrofa	7.8	1.059949778	0.367924875
Browning	Rusa unicolor	7.8	-1.231172434	-0.683867805
Browning	Sus scrofa	7.8	0.619662947	0.441306013
Browning	Rusa unicolor	7.7	1.159045674	0.588577881
Browning	Macaca mulatta	7.7	2.662441249	0.572184531
Browning	Axis axis	7.7	-1.010444924	-1.193594413
Browning	Muntiacus muntjak	7.4	2.676425454	-0.447682437
Browning	Semnopithecus schistaceus	7.3	0.028758032	1.890248538
Browning	Macaca mulatta	7.3	-2.04822992	-0.120357883
Browning	Semnopithecus schistaceus	7.3	0.580911174	1.017547117
Browning	Macaca mulatta	7.3	-0.811929577	0.545825811
Browning	Macaca mulatta	7.3	-0.699747868	1.222036645
Browning	Muntiacus muntjak	7.3	-0.360998468	0.370559543
Browning	Hystrix indica	7.3	-0.73236055	0.116854809
Browning	Rusa unicolor	7.3	3.607526254	0.592264191
Browning	Axis axis	7.3	-0.53947615	0.719805165
Browning	Axis axis	7.3	-1.065467675	-0.436230296
Browning	Macaca mulatta	7.3	0.716171841	-0.023166715
Browning	Muntiacus muntjak	7.3	0.846024168	0.596813629
Browning	Muntiacus muntjak	7.3	0.729014064	0.298272185
Browning	Muntiacus muntjak	7.3	0.942929775	0.260139193
Browning	Hystrix indica	7.3	-0.569087062	0.337857951
Browning	Hystrix indica	7.3	-1.421699376	-0.209543077
Browning	Axis axis	7.4	-3.264224918	0.075569056
Browning	Semnopithecus schistaceus	7.4	-2.801213273	0.761499279
Browning	Macaca mulatta	7.4	0.006603617	1.854664045
Browning	Axis axis	7.4	2.743800316	-0.113377402
Browning	Macaca mulatta	7.7	0.167443607	-0.081108381
Browning	Macaca mulatta	7.7	-1.772080949	-0.54668607
Browning	Elephas maximus	7.7	-3.919108498	0.326281922
Browning	Sus scrofa	7.7	-2.527363484	0.347110033
Browning	Axis axis	7.7	0.700536727	-0.207658226
Browning	Semnopithecus schistaceus	7.7	-1.461552638	-0.766401925
Browning	Macaca mulatta	7.7	-1.155513259	-0.136748729
Browning	Panthera tigris	7.7	-2.043022268	0.079948896
Browning	Semnopithecus schistaceus	7.7	-0.926542378	-1.241482366
Browning	Semnopithecus schistaceus	7.7	-0.095348152	-1.309711161
Browning	Panthera tigris	7.7	-1.282657415	-0.45859114
Browning	Panthera tigris	7.7	-1.505149591	-0.634859219
Browning	Panthera tigris	7.7	-1.578863364	0.028161592
Browning	Sus scrofa	7.7	-1.481002806	-0.401440299
Browning	Panthera tigris	7.7	-1.547352105	-0.62483175
Browning	Macaca mulatta	7.4	-1.393080544	0.258274987
Browning	Macaca mulatta	7.4	-2.928322433	-1.438220065
Browning	Macaca mulatta	7.4	-3.280496614	-0.310869914
Browning	Hystrix indica	7.55	-2.129010238	-0.894185401
Browning	Hystrix indica	7.55	3.397378872	-0.076797841
Browning	Hystrix indica	7.55	3.483580832	0.235301638
Browning	Hystrix indica	7.55	-1.988326792	0.746742182
Browning	Macaca mulatta	7.55	0.711344219	-0.166824315
Browning	Hystrix indica	7.55	-2.031058079	0.730387052
Browning	Semnopithecus schistaceus	7.55	-0.166074493	1.031880141
Browning	Rusa unicolor	7.55	-0.071029179	-0.725089534
Browning	Macaca mulatta	7.55	0.634107529	-0.25343029
Browning	Macaca mulatta	7.55	3.121489046	0.156546634
Browning	Macaca mulatta	7.5	-2.559512542	-0.632784629
Browning	Sus scrofa	7.5	2.862435694	0.865184735
Browning	Macaca mulatta	7.5	-3.08113048	-0.142763295
Browning	Macaca mulatta	7.5	2.274734	-1.17772574
Browning	Macaca mulatta	7.5	-2.233634952	-0.739015625
Browning	Macaca mulatta	7.5	2.136876049	-0.38824174
Browning	Macaca mulatta	7.5	-2.663559156	0.318964525
Browning	Axis axis	7.5	2.576311442	0.93202396
Browning	Macaca mulatta	7.5	-0.549297705	-0.310285905
Browning	Sus scrofa	7.1	0.920295645	-0.637341843
Browning	Semnopithecus schistaceus	7.1	3.614923905	1.346888673
Browning	Semnopithecus schistaceus	7.1	-2.078060048	-0.05408393
Browning	Semnopithecus schistaceus	7.1	-1.43498489	-0.132879209
Browning	Axis axis	7.1	-1.43498489	-0.132879209
Browning	Rusa unicolor	7.1	0.957404341	0.476064737
Browning	Sus scrofa	7.1	3.169082585	0.186471194
Browning	Axis axis	7.1	3.183926063	0.282953802
Browning	Rusa unicolor	7.1	1.36559999	1.247779882
Browning	Panthera tigris	7.1	2.619873893	0.475919018
Browning	Semnopithecus schistaceus	7.4	1.777745896	-1.665770176
Browning	Canis aureus	7.4	2.378768039	-1.211939556
Browning	Semnopithecus schistaceus	7.4	-0.713230843	-1.314856335
Browning	Axis axis	7.4	1.834228318	-0.080847151
Browning	Semnopithecus schistaceus	7.4	1.834228318	-0.080847151
Browning	Axis axis	7.4	2.165602446	-1.003021113
Browning	Axis axis	7.4	0.890948299	-0.747540188
Browning	Macaca mulatta	7.4	-1.875076319	0.272711338
Browning	Macaca mulatta	7.4	0.981069909	-0.343320068
Browning	Semnopithecus schistaceus	7.1	-0.67102468	-0.199943888
Browning	Semnopithecus schistaceus	7.1	-0.965756119	0.130457099
Browning	Semnopithecus schistaceus	7.1	-0.845109755	0.018168646
Browning	Semnopithecus schistaceus	7.1	-0.266556209	-1.013947567
Browning	Rusa unicolor	7.1	-1.699578248	-0.095554891
Browning	Semnopithecus schistaceus	7.1	-0.803334715	-0.093852059
Browning	Semnopithecus schistaceus	7.1	-2.997699073	-0.780658319
Browning	Rusa unicolor	7.1	-0.578895648	0.446232062
Browning	Macaca mulatta	7.1	-2.494812505	-0.267006809
Browning	Axis axis	6.5	1.825788831	0.32687703
Browning	Axis axis	6.5	-1.103625477	0.501821192
Browning	Axis axis	6.5	1.29255779	1.161855734
Browning	Sus scrofa	6.5	-2.670258094	-0.135041678
Browning	Axis axis	6.5	-1.511237992	-0.297710644
Browning	Axis axis	6.5	-0.669401326	0.65617614
Browning	Axis axis	6.5	-3.314172397	1.419701069
Browning	Axis axis	6.5	-1.353902045	-0.134069631
Browning	Axis axis	6.5	-2.669834	0.244907779
Browning	Axis axis	6.5	1.305641591	0.270861173
Browning	Axis axis	6.5	-2.705988224	0.579176369
Browning	Hystrix indica	6.5	1.825537267	-0.503356395
Browning	Axis axis	6.5	3.220641487	0.082179075
Browning	Sus scrofa	6.5	1.250770457	-0.099882001
Browning	Semnopithecus schistaceus	6.5	-0.573572207	0.16807167
Browning	Axis axis	6.5	-0.609672935	1.844259978
Browning	Axis axis	6.5	-1.615185738	-0.094878968
Browning	Rusa unicolor	6.5	-1.148278926	0.972469948
Browning	Rusa unicolor	4.5	0.136413655	0.452164227
Browning	Panthera tigris	4.5	0.632433926	0.257417923
Browning	Axis axis	7.25	2.878851893	0.644668028
Browning	Axis axis	7.25	0.479277292	-0.28627176
Browning	Panthera tigris	7.25	-0.242513164	0.387452672
Browning	Axis axis	7.25	-0.952124845	0.341765353
Browning	Rhinoceros unicornis	7.5	-2.85371094	-1.457234948
Browning	Rhinoceros unicornis	7.5	-3.182985279	-0.892764652
Browning	Rhinoceros unicornis	7.5	1.232816999	-0.927865175
Browning	Elephas maximus	7.5	2.889147131	1.477759715
Browning	Elephas maximus	8.1	-1.054148277	0.592461317
Browning	Rhinoceros unicornis	7.35	-3.050177962	1.637453849
Browning	Panthera tigris	7.35	0.929651218	-0.406242216
Browning	Rhinoceros unicornis	7.35	0.046098407	-1.243696619
Browning	Rhinoceros unicornis	7.35	3.522903199	0.177670946
Browning	Sus scrofa	7.35	-3.188473185	0.67707036
Browning	Rhinoceros unicornis	7.35	2.746264487	1.880338862
Browning	Sus scrofa	7.35	1.20026444	0.488520103
Browning	Rhinoceros unicornis	7.35	-0.960383489	-0.652100389
Browning	Elephas maximus	7.35	1.453943772	1.073314897
Browning	Rhinoceros unicornis	7.35	-3.288353068	0.469610384
Browning	Hystrix indica	7.35	1.746674391	-0.298139819
Browning	Rhinoceros unicornis	7.35	-3.223647939	0.004101681
Browning	Rhinoceros unicornis	7.1	0.519521735	0.854427711
Browning	Rhinoceros unicornis	7.1	0.690221734	0.112253803
Browning	Axis porcinus	7.1	1.005096074	-0.49997191
Browning	Rhinoceros unicornis	7.1	-3.265565193	0.208736411
Browning	Rhinoceros unicornis	7.1	0.230073911	1.396214663
Browning	Sus scrofa	7.15	3.07181599	-0.552142108
Browning	Rhinoceros unicornis	7.6	3.24263297	1.274809714
Browning	Rhinoceros unicornis	7.6	3.424035002	1.049653421
Browning	Rhinoceros unicornis	7.6	3.551228678	0.968004831
Browning	Axis axis	7.5	-0.495536653	1.352448445
Browning	Axis axis	7.5	-1.96485496	0.217866011
Browning	Sus scrofa	7.5	0.125437844	0.126417827
Browning	Rhinoceros unicornis	8.4	-2.642975363	0.536638809
Browning	Axis axis	8.4	-0.256803782	-0.125817819
Browning	Axis axis	8.4	0.249225061	-0.96173116
Browning	Macaca mulatta	8.4	0.862353763	0.518978837
Browning	Axis axis	8.4	0.289633287	0.666323685
Browning	Axis axis	8.4	0.4825648	-0.272074435
