"id","observation","asset","label","x","y"
"09ecec14-6459-4878-a780-9d3b77063d3e","0735897a-ddee-42d5-941e-4116492ffe90","58b2ec55-70ae-421e-bb3d-76c9afc2bbe2","front-leg","593.5209777730637","229.33577193704159"
"a752059f-7573-4513-8af5-1c7438fa7d3e","0735897a-ddee-42d5-941e-4116492ffe90","f8d4a8ca-37cc-442f-a413-4b3693bb692b","front-leg","641.2245716069691","270.6172335647367"
"a03f3667-970e-497f-b9e1-2600686456a4","0735897a-ddee-42d5-941e-4116492ffe90","3f42c7a2-b12c-4b25-aca2-ad497938df29","front-leg","566.9171515928664","205.48894237169964"
"9feb5669-d190-48ad-b52d-765f3590af71","bed4bb42-7592-4097-a74f-3b25688034ee","095237a8-4e00-4b9c-958f-b2f0a4ce7d72","front-leg","104.08927582113176","245.96438464582508"
"6d184c5f-74b8-49e4-b5cf-01e2ef5fe5ea","bed4bb42-7592-4097-a74f-3b25688034ee","edef22c0-6684-40c5-9201-8ab0ca79ca56","front-leg","195.34562722595962","390.69125445191924"
"e59f2163-738b-4737-a7ee-2796788d4b69","bed4bb42-7592-4097-a74f-3b25688034ee","c11f276f-bfae-4d1b-81d1-ede612932e69","front-leg","171.81859912940243","310.12900672734463"
"1d8439e1-bfac-45f2-b453-066f0d36d18f","f083547a-aff0-40b7-af09-46d2f307d949","513f964b-a836-4a64-acac-18806e5d3d08","front-leg","230.2796992481203","216.73383458646614"
"cb2a52f9-f6e9-4166-bb47-ec825144c802","f083547a-aff0-40b7-af09-46d2f307d949","96450ef9-a2a2-4e6b-b35b-666df850876e","front-leg","208.17855164226353","131.89394538979025"
"ec157177-cadf-4807-b1b4-6cde9678024e","f083547a-aff0-40b7-af09-46d2f307d949","62769671-13b1-49e9-bac9-a8c7f323ba44","front-leg","214.5950138504155","194.6326869806094"
"3a56ff1c-4143-47ac-8dcb-6b0960caebc7","f083547a-aff0-40b7-af09-46d2f307d949","0c44e42c-ed7a-4da0-a222-1fc31d1d9d80","front-leg","208.17855164226353","160.41155520379897"
"09fa75a9-85f0-487b-bbaf-7d673bbf74d7","f083547a-aff0-40b7-af09-46d2f307d949","64e3b37f-a11c-44f2-a8ce-71196dfff2b5","front-leg","206.0397309062129","174.6703601108033"
"d9a1fbed-7c27-4049-86dc-189938737e02","f083547a-aff0-40b7-af09-46d2f307d949","6481f190-fd22-46ac-9264-f2f932b841cb","front-leg","202.4750296794618","95.53399287692916"
"4bbea0f7-f100-4879-99ad-2c776b1482dd","f083547a-aff0-40b7-af09-46d2f307d949","1f4ad57f-5cd6-460f-8311-0e882db59966","front-leg","202.4750296794618","74.14578551642263"
"2be0da18-9f09-4093-b729-f8298fb60497","f083547a-aff0-40b7-af09-46d2f307d949","c0a308a9-fff7-43b1-9c93-c5d0cf8dbae4","front-leg","203.18796992481202","111.93161851998417"
"7f3f3e6f-95d0-4517-8b95-9a3762dafc30","e6087709-7876-4326-867b-3f0898ca37a2","2f28008d-1597-4a62-99a5-5f4fe5b7610d","front-leg","176.09624060150375","131.18100514444004"
"680eeb26-4b2b-4405-80c4-b45fcdcd8e7c","e6087709-7876-4326-867b-3f0898ca37a2","6b2928ec-0df4-4229-a19d-58b1b57f3ee4","front-leg","184.65152354570637","157.5597942223981"
"2967cfb7-d9fe-4129-8db8-285557a6dba1","e6087709-7876-4326-867b-3f0898ca37a2","3749b4e7-99da-40ca-bc07-fa2c82737d82","front-leg","154.70803324099722","54.183458646616536"
"20b654ae-001b-495a-a723-eab1ee0fd8f1","e6087709-7876-4326-867b-3f0898ca37a2","e978ace2-1efb-4d21-99b4-5999a426a50a","front-leg","194.6326869806094","180.37388207360505"
"5483dcac-2cd7-4eda-97ad-09cd141501cf","e6087709-7876-4326-867b-3f0898ca37a2","67953d94-3617-4ad2-8db8-2bf2f89f4e94","front-leg","209.60443213296398","207.46561139691332"
"f10bf098-bb0b-412d-8a5c-2655aba77468","e6087709-7876-4326-867b-3f0898ca37a2","114c96ed-81cf-4e2e-9508-c7410eb7f270","front-leg","223.15071374776585","233.14161677406256"
"6ee94fc6-25c6-433d-bebb-041e7a08397e","e6087709-7876-4326-867b-3f0898ca37a2","25a08596-f7f9-46ce-8a9a-451fb1861970","front-leg","154.70803324099722","81.98812821527503"
"d6c0f954-9e86-4fe2-a8da-ab2ef57f240d","e6087709-7876-4326-867b-3f0898ca37a2","3f9c11ae-548f-4765-9650-8f833b1479bb","front-leg","161.8374356944994","106.22809655718243"
"5370a56e-2c30-4722-ac7a-3d5fdcfd4cdc","2dbaf5e6-d760-4ec2-a629-62dfa2d4e40a","dc4841b3-4a2b-419f-a797-6cd820118dad","front-leg","426.3381972272389","269.4990301507883"
"c3bf4dc2-f488-4713-b968-2b63fc5c1057","2dbaf5e6-d760-4ec2-a629-62dfa2d4e40a","5cd1e954-2565-4f4c-94b7-46b691454202","front-leg","420.6347447566284","363.6122208092877"
"129500dd-5f8a-46d2-bd08-8350d7344ca8","2dbaf5e6-d760-4ec2-a629-62dfa2d4e40a","e7870f75-4713-45f4-96ec-d8c47b122273","front-leg","422.77356549267904","263.7878907795805"
"6ecfbb18-3b28-43bf-b8a5-606bbabc4c55","2dbaf5e6-d760-4ec2-a629-62dfa2d4e40a","2f616bae-2cfd-4fa6-a906-802967969c4b","front-leg","421.3474765254048","377.1462361689769"
"78c095f9-c745-41e4-a261-bd323360dd02","2dbaf5e6-d760-4ec2-a629-62dfa2d4e40a","8ccde5b8-5a34-4f61-82c0-b60588e98def","front-leg","422.06048626294626","400.67749615909304"
"9a5ae1b5-4dbe-4724-adcb-38836571de62","2dbaf5e6-d760-4ec2-a629-62dfa2d4e40a","c290ad6c-8e3c-4e22-8ccd-237ad340f0e6","front-leg","420.6347447566284","327.23957261574986"
"fba367ce-6af8-4b67-bc7c-cc7237038884","2dbaf5e6-d760-4ec2-a629-62dfa2d4e40a","b20928a0-c21a-4ca0-8254-b181f7f805f1","front-leg","418.4959240205777","311.5548872180451"
"ba45f00a-c021-4185-a8fe-9080891f0e6b","2dbaf5e6-d760-4ec2-a629-62dfa2d4e40a","209b9a36-4e56-48c8-965c-dc8e0fcff737","front-leg","422.77356549267904","287.3149188761377"
"b544ec2f-3d2b-45ef-8971-beb3cc85e3e9","4911ccca-f0b4-443f-a0df-9b100b391a64","f3c9d83c-2c12-43b6-beac-8a5108fc1511","front-leg","647.276112557241","59.64197679890322"
"7de4494b-fe86-4a3f-a4ce-1c8ba402da21","4911ccca-f0b4-443f-a0df-9b100b391a64","b96b9c3e-811a-4ab7-9e7e-13a77d770f00","front-leg","659.3349552730836","57.54699633515993"
"9019922c-e236-4a30-8843-95a2650adce6","4911ccca-f0b4-443f-a0df-9b100b391a64","3b09744c-7de2-4f1c-82aa-8a35a0f7d949","front-leg","609.2651069364383","88.21576723109284"
"6ca69a35-ca70-48f3-aba3-cd03cb592441","4911ccca-f0b4-443f-a0df-9b100b391a64","deda29aa-a7f5-44bf-a99f-359fe8586436","front-leg","602.7114852776792","96.86654782065483"
"e1ce61a5-c7b6-4503-a4e6-99b0d6358026","4911ccca-f0b4-443f-a0df-9b100b391a64","fd13f07f-ab27-42ff-93e0-506fb0d29fc2","front-leg","672.966769394871","55.45294950015649"
"c6332802-a7be-4487-98e7-536e4685ddc3","4b074d60-be52-4f01-a8ed-3bd5b8fc40e0","11c3ace5-bd61-4edd-a442-98b8c701c953","front-leg","-26.934587890135152","225.1776095550639"
"9b3a7291-49e4-4313-b6fa-cbf26f967315","4b074d60-be52-4f01-a8ed-3bd5b8fc40e0","2cb35975-8379-438c-bf63-88de22287951","front-leg","-11.868575492054388","218.80287531663444"
"507146a5-7f94-49ee-b066-2e6caf90667d","4b074d60-be52-4f01-a8ed-3bd5b8fc40e0","e6d7234a-032f-479a-8110-a23ad55b93d9","front-leg","-0.27945683807122557","214.16548547755332"
"bbf2ec7d-8245-4e11-aeb3-61bdaa445a60","4b074d60-be52-4f01-a8ed-3bd5b8fc40e0","4a40c6f9-138d-462b-92c3-a736af9c7221","front-leg","-39.68256757626218","233.28762445092528"
"25bb3e22-eb20-4f12-a049-ea85edcfd2ee","4b074d60-be52-4f01-a8ed-3bd5b8fc40e0","93faeb27-2fdd-4e40-b70f-f897255face4","front-leg","25.796187216526956","207.2119803963271"
"64a8e335-3ff9-4ea8-b05e-1e4cbb812e49","4b074d60-be52-4f01-a8ed-3bd5b8fc40e0","f221e0a5-08b3-44e2-93e7-2607ea5c5bdd","front-leg","49.84372562243417","201.70712220702302"
"0c8cedae-f650-4fe7-a699-17c113ccc6ea","96bf0035-070a-45f0-91d8-49a4c54b375f","e20c355e-890c-4fba-80f1-c44636c7ed7b","front-leg","338.4883092306804","128.94752464141806"
"1f2d5498-8254-481a-aa98-f0c39ac0d80a","96bf0035-070a-45f0-91d8-49a4c54b375f","9a0138a8-b108-4ea8-9ae8-e4170b46d718","front-leg","342.52048171084004","157.64710523549584"
"f4f1c187-a19a-4d4c-8ea1-711934e42c14","96bf0035-070a-45f0-91d8-49a4c54b375f","fd733991-635e-4f47-b554-e374c6b95c95","front-leg","342.52048171084004","144.12746809613688"
"c068e212-f85d-4319-8204-683e2d0a6e13","96bf0035-070a-45f0-91d8-49a4c54b375f","dd8157f8-8f4f-4dc6-8c1a-3e6e39232051","front-leg","605.4921256133412","253.68653079248585"
"8e35630e-6106-4c22-bad2-826c9fd28f17","96bf0035-070a-45f0-91d8-49a4c54b375f","731343d7-4ae1-48fe-95cf-b0683c0b2f77","front-leg","338.96268246364036","132.03095065565782"
"6a301996-a6dc-446d-9da8-44126ebfdaa5","96bf0035-070a-45f0-91d8-49a4c54b375f","da8137fb-eeef-4f9e-b863-0423e9a4b4e1","front-leg","341.0973620119602","140.0952956159772"
"9d0f0829-a9a3-4421-8c5a-14e897afaa0a","96bf0035-070a-45f0-91d8-49a4c54b375f","af2b8e0a-412a-4b38-a29f-ee31b9746d7f","front-leg","628.9107036586822","312.4741758070581"
"272de4b1-1ee0-4ac2-b078-39c90c86a8a5","96bf0035-070a-45f0-91d8-49a4c54b375f","abfc7f3b-9f69-4bad-b2a2-7d11a3f0ab90","front-leg","537.7058447017581","177.96885723556127"
"44e59078-5d02-435c-8328-bf5c4ea9ae1e","96bf0035-070a-45f0-91d8-49a4c54b375f","d102f1d8-326f-421c-a90c-f067e83c2670","front-leg","560.3506232210705","195.73933894378837"
"1152993a-2807-43b3-9f4f-7645c23e8677","96bf0035-070a-45f0-91d8-49a4c54b375f","0b00e78e-4673-471f-a048-27575a51ba61","front-leg","588.4527093005674","224.32630576124515"
"97ef4674-5a0b-46ea-bcd2-07bf0745991e","96bf0035-070a-45f0-91d8-49a4c54b375f","a2e5aae0-296c-4d29-8ac5-7fd81094eda3","front-leg","618.0750791981585","284.095335289128"
"f17d56d7-7336-4287-88b6-052502fc5809","96bf0035-070a-45f0-91d8-49a4c54b375f","5ef00337-05d3-4d24-ad1f-ac8ed45fc17d","front-leg","641.9566898364027","348.8217498341089"
"7dba0aea-eb7d-4ea0-9328-7f068622c807","96bf0035-070a-45f0-91d8-49a4c54b375f","7cd88131-251d-4a05-a5c4-56162e09bd3b","front-leg","339.887810110298","133.97880553732855"
"c2725af0-ac63-4eaa-8461-ef1dd0233e3a","96bf0035-070a-45f0-91d8-49a4c54b375f","2a20230c-7e13-4441-a90a-122c77fe8c2c","front-leg","338.4883092306804","128.2359647919781"
"0bb6becc-47b2-41f9-9ea8-2c87a64d146b","96bf0035-070a-45f0-91d8-49a4c54b375f","5c43caba-8a49-435b-8577-24ae085811da","front-leg","338.2511688526273","128.00046765540236"
"45912ce6-32e0-4a2b-a941-b8c9415f6363","4c865b7f-4812-40fd-aaba-6719396fb222","ee742ba4-6f1f-4246-a6ab-7c892cbe30e6","front-leg","529.6326128277192","151.7831829415456"
"9d552646-abc4-42a4-969c-6c3b2cfcc103","4c865b7f-4812-40fd-aaba-6719396fb222","69e01658-0132-4040-a777-6b01fe0ebd87","front-leg","531.2054820258213","149.16173427804196"
"af43a5c3-4b73-4a3e-b9fa-7c23759b4fbd","4c865b7f-4812-40fd-aaba-6719396fb222","4e90d53a-bf20-4502-80d8-358b3d903c38","front-leg","540.380552348084","148.37529967899084"
"30632228-f4fb-4719-8a64-0788341c8fe0","4c865b7f-4812-40fd-aaba-6719396fb222","83714a2c-75ba-4034-9610-26d148fcc1d9","front-leg","574.7215298399816","177.9976695765819"
"91b48473-ef9e-40b7-98cb-f30d0e2b2740","4c865b7f-4812-40fd-aaba-6719396fb222","46e285c5-b7ce-4fe3-a917-7f8fe7af7792","front-leg","531.7297717585221","147.85100994629013"
"319414d8-8baf-4f6e-aada-e4c95bec3627","4c865b7f-4812-40fd-aaba-6719396fb222","7bccfc62-9614-4f4a-b035-4a1478c92b83","front-leg","565.2843146513686","163.05541219461122"
"867f1996-ffb6-41fc-a567-d3820e1adef8","4c865b7f-4812-40fd-aaba-6719396fb222","fa3f9c74-8048-44a0-b021-dcbfa242739c","front-leg","555.0606648637045","152.04532780789594"
"e9acc3c1-6cc3-4626-8921-dafab906ac9f","4c865b7f-4812-40fd-aaba-6719396fb222","bb46b421-ed44-4f5c-9df1-cadc0ea31972","front-leg","531.4677035480541","148.37654451731063"
"7d9cb85a-2584-4330-9b4a-238797d662f7","1c19723d-4add-4a2f-9742-d6aaad97b6b8","9b5c4cc9-c4e4-47c8-b757-71db2f6d2fff","front-leg","331.6518858065018","307.9343014552479"
"3ffde528-1015-489e-ba9b-edede521066b","1c19723d-4add-4a2f-9742-d6aaad97b6b8","b71126d4-1b62-4449-8e85-23813152cc9b","front-leg","418.09179306458435","171.66145253156387"
"1469b7ad-f39c-47c0-a5d2-3dba5debec56","1c19723d-4add-4a2f-9742-d6aaad97b6b8","97198095-f72b-4fe7-993b-b11d86000aac","front-leg","295.47589425015167","337.81881621918933"
"a0828023-b877-496d-b334-8afe5d6e8492","1c19723d-4add-4a2f-9742-d6aaad97b6b8","26dc5228-b86c-4d27-b993-71f508956f7a","front-leg","363.6335595012462","251.83530005627009"
"008a733e-200e-4882-bb78-bb9ef49737c0","1c19723d-4add-4a2f-9742-d6aaad97b6b8","f7b806b9-c57e-43d5-9117-ad92120d8eed","front-leg","401.76075134993005","203.04266994403687"
"64712f6f-9932-43d8-8843-80795c51d2fb","1c19723d-4add-4a2f-9742-d6aaad97b6b8","e637e6ed-1375-4027-9da3-3a41dfba7f20","front-leg","337.9433625989106","283.5548288846641"
"4e7d679a-5f35-47ed-a391-65a0448f4c27","1c19723d-4add-4a2f-9742-d6aaad97b6b8","5c73da2c-bfcf-47ed-b306-5311fcf76f0b","front-leg","311.99102083022456","331.5273394267806"
"05e7b1e7-3e5f-45cf-bdd8-3242d398aa5b","1c19723d-4add-4a2f-9742-d6aaad97b6b8","4398a9c2-ef7e-445a-8984-d09536246799","front-leg","326.6709800340801","317.1118614541502"
"db60b36f-573a-468c-bdd5-d2cb504bd220","23f75f65-a740-4ac2-9df0-5ce8ca5d299f","ffb62c91-07dd-4ece-b22b-a7b9a04ff1fc","front-leg","436.6970390606503","181.91211675985176"
"4f95d45e-e0b0-42e8-8ac8-a0e76b1f7ccb","23f75f65-a740-4ac2-9df0-5ce8ca5d299f","04e47249-3124-4f0f-8e15-3b82650caf66","front-leg","401.3074821033512","168.0184388432825"
"c02bce16-0140-4a09-97e0-87caa2442711","23f75f65-a740-4ac2-9df0-5ce8ca5d299f","22ae10ca-e692-4676-86f3-33d1dae933f9","front-leg","456.35790403692755","183.22284109160356"
"30d93dcb-f5af-4e2b-9ef5-4726e4786a32","23f75f65-a740-4ac2-9df0-5ce8ca5d299f","aa4df765-4405-478d-9e17-e444bb04d704","front-leg","403.4112446439746","169.4355455739501"
"1135475f-f333-44ff-a236-015dada20cbd","23f75f65-a740-4ac2-9df0-5ce8ca5d299f","557e8b6c-dad7-480d-8515-a1a0db34f758","front-leg","402.8803513014534","169.32916317503432"
"3e2f72fd-aeae-4fd4-a745-3f28ba1ee612","23f75f65-a740-4ac2-9df0-5ce8ca5d299f","51161556-cf04-46ed-b3c5-fa54c8e2c60a","front-leg","454.5230177322791","183.48778684417348"
"a676518b-d218-4982-8c72-3b40381cd7f1","23f75f65-a740-4ac2-9df0-5ce8ca5d299f","63bbc7d4-04ce-4bc7-971d-d6ee78f9d203","front-leg","442.7263709867087","182.1742616262021"
"fce99a4c-5d23-474a-a90a-c3af5c2a2281","23f75f65-a740-4ac2-9df0-5ce8ca5d299f","0e649ad5-64e6-41bd-865e-8784a9c3cca4","front-leg","455.0471797051758","184.79571028970577"
"7c33e4e4-a448-4c42-b18c-fe775c592f40","9c87d7ce-33f1-4eef-a3ab-c29030e8cd0c","4a9c78fb-a9a5-47f2-b0d8-163f92a933b6","front-leg","362.55032885588383","90.75650997417635"
"845734ae-b4a0-490b-9ed7-9df64d747b26","9c87d7ce-33f1-4eef-a3ab-c29030e8cd0c","c535a14a-590f-4d66-b344-e3c18b34f00e","front-leg","394.8077086971613","100.24397463337563"
"47525475-6bd6-4c71-ab52-2118013243e0","9c87d7ce-33f1-4eef-a3ab-c29030e8cd0c","21c40777-8f3c-43a1-bfbb-7fffff769e24","front-leg","376.06996599524274","99.53241478393568"
"516b041f-80e2-4fbc-ba98-15257ec81ae6","9c87d7ce-33f1-4eef-a3ab-c29030e8cd0c","e7ea69e8-2cdc-4793-8724-16755d38a7a2","front-leg","449.3606304875571","109.01987944313494"
"18de1be1-5dd0-4a4a-961f-7c77da7ed7d8","9c87d7ce-33f1-4eef-a3ab-c29030e8cd0c","cf8a3560-7712-4011-87a6-646b1ae25c02","front-leg","409.9876521518801","101.66709433225552"
"dbe0215c-836e-44bc-94da-12f3e99a2bd8","9c87d7ce-33f1-4eef-a3ab-c29030e8cd0c","33e95975-14fc-45c5-b300-db40cf1bd217","front-leg","604.3827916735645","262.73026539136816"
"f1079125-f63c-483d-be1c-ddfb521943a3","9c87d7ce-33f1-4eef-a3ab-c29030e8cd0c","09215e3c-4f2b-4315-8a57-0538a244855b","front-leg","604.0930622951802","262.4405360129837"
"eb5b650e-9e15-4e00-892f-6d51d5e01e0f","9c87d7ce-33f1-4eef-a3ab-c29030e8cd0c","4d2ea531-8d77-4031-9373-80de81ceed10","front-leg","600.616309754567","259.5432422291395"
"b2b8fa16-6c7f-4fe7-a0de-29b87a2e5f65","1471eb6e-0de1-4c86-8680-7c71fc8d46fb","ef55bd92-6864-4f4e-ae9f-be897ebf1f37","front-leg","283.5157918247272","193.2413163876658"
"24c00c0f-a273-4551-8eef-5afcf6b2cb10","9c87d7ce-33f1-4eef-a3ab-c29030e8cd0c","82879c36-7ca9-45b6-8af8-af25b59170be","front-leg","466.67525349059576","109.25706605961493"
"aee1c331-1e8a-46ce-a159-d714765b8e20","84e1978e-0144-46a4-ad92-29800a53bc57","64349d01-9029-47c9-b73e-9d73d86c0737","front-leg","356.57577083933637","87.50754011428161"
"894c3843-c14f-4a3f-848b-e328ba200153","981e9655-abb4-4b53-acb5-4ce75b641fa8","1ec8d101-32a9-4ec2-aaad-f559a6b215f5","front-leg","79.58398916252897","135.70516139247422"
"b3098f45-a60f-4936-8c0d-18e617ce35b9","29483e44-cfb0-44b4-8d27-f0a915f84936","83690fa7-efbe-4c4d-9fc5-1be0ca531502","front-leg","289.0883550889941","165.8098730547962"
"98842b09-f61b-4942-a711-a991c36fc2c1","29483e44-cfb0-44b4-8d27-f0a915f84936","010cf5b8-b422-4af7-b747-5d78483a9854","front-leg","337.0608656311106","184.16001369932167"
"5dedcba3-1698-40cd-8ef3-ce1225f16be2","29483e44-cfb0-44b4-8d27-f0a915f84936","a7825ce3-671b-4bfa-ad77-7da4a6f43fbf","front-leg","536.0339164674069","-11.325173596358919"
"994556d4-9f64-40e3-9dee-ee093a965d1b","5b732211-f5af-4db4-9425-553b93021663","20df9a43-5c51-4a2a-be0b-2eb1ca1e9439","front-leg","440.66305869633186","100.90430282584539"
"a5ccff01-e993-46a9-8d95-55628a39332c","3c35e081-349c-4243-8380-92987f380440","da502781-defa-4ad4-a5e2-58289ff9c5b8","front-leg","314.0362864215597","46.149303246516716"
"356d5055-f9e9-4400-bc7e-824421a5f211","a6f0571a-cf04-47c1-a2b5-45d07e09d7fe","52fc337b-cf08-459e-96d6-587f5ca04517","front-leg","445.10617801510176","335.35395074555004"
"5359c89d-a19a-4cd4-8aed-33f89e19e6de","2981f5e4-933b-48dc-8d82-ad5ddbcca803","0269dd0c-9652-426b-82a5-f1f8cf6a7d3c","front-leg","464.03634875958574","219.0735200702658"
"1061eb86-4920-4193-9024-12c04a5766a1","9c87d7ce-33f1-4eef-a3ab-c29030e8cd0c","e17bfa07-b939-454b-b129-03ec698a13a5","front-leg","428.0138350043587","104.03896049705536"
"f551c081-2e7a-4f47-977c-69135e21773e","84e1978e-0144-46a4-ad92-29800a53bc57","5966e8af-103d-4219-a6cc-a89a817a29d1","front-leg","349.91199513649457","90.11510451974142"
"994fa2a6-1a25-48bd-af2f-405c4dd95d01","981e9655-abb4-4b53-acb5-4ce75b641fa8","0ffd6fef-fd1a-4312-a086-e3070dd0f0f5","front-leg","333.3402197896808","128.62725000101443"
"d40d43ba-63a5-453b-a247-ee7354592058","29483e44-cfb0-44b4-8d27-f0a915f84936","081a779c-aa0d-4da2-a8ec-6f54232024b3","front-leg","282.5347845341567","158.20860555937554"
"43fc7587-1811-4df0-99c5-05b066e750d9","29483e44-cfb0-44b4-8d27-f0a915f84936","1a619a09-e275-405f-820f-eb0c47b01083","front-leg","400.76224701797446","178.91711637231438"
"16d093d1-3295-49bf-bcb8-3845bdc6f666","3c35e081-349c-4243-8380-92987f380440","c554415b-d5b0-409f-81b0-dd12119afacb","front-leg","287.45831657222027","58.95796341487305"
"60886a9f-9748-4ddf-a19e-ff1298872744","a6f0571a-cf04-47c1-a2b5-45d07e09d7fe","5268e0a8-18d6-4ae3-baff-89993d686473","front-leg","447.9374714141915","398.35022887529647"
"e63f5d27-f320-47f4-8202-5955253145fe","2981f5e4-933b-48dc-8d82-ad5ddbcca803","10b7e3f4-cc5a-4ba0-ad63-e7b769fdb513","front-leg","476.9443799670862","229.6346365127662"
"478d32e8-5ce7-47a2-81ce-aba23fbfb82f","9c87d7ce-33f1-4eef-a3ab-c29030e8cd0c","8067a064-0a3a-4849-a195-1825a7f88358","front-leg","604.9622504303335","274.3194405267451"
"e25496af-3252-481a-9b02-f7f5c576bdf4","84e1978e-0144-46a4-ad92-29800a53bc57","b0e05f67-5efe-4a47-b1f4-ba9e43ac9c2f","front-leg","353.6784770554921","88.08699887105044"
"d902dd15-840e-4993-bcab-3872a8365a6f","981e9655-abb4-4b53-acb5-4ce75b641fa8","d5f4591a-2a91-4714-b0d2-ff18990d9fdb","front-leg","151.41168254252855","143.56950738298514"
"57a5072d-41df-47aa-baed-b1ee0379f676","29483e44-cfb0-44b4-8d27-f0a915f84936","fd8ac89e-8775-4904-a2be-008a1db5fb55","front-leg","446.3752748992121","174.4606536443582"
"f1c0e3b6-2124-4148-a39e-18dd02654a95","29483e44-cfb0-44b4-8d27-f0a915f84936","6359b4f8-c764-4929-958e-234ba74e0d00","front-leg","342.5659078244683","166.59630765384733"
"a89bebbd-27b6-4131-81e4-51afae2c2980","3c35e081-349c-4243-8380-92987f380440","24e541e9-99ff-4966-8b1f-682536293dbd","front-leg","321.0810495141557","51.91320032227707"
"d5c15efc-cc47-47d6-a8ed-3efb2e58227a","52fd6a60-e2bf-4804-a125-10be4de6af43","0104222e-c4fa-45d8-8e1e-8beec95f63e3","front-leg","116.77151711859719","255.30051834787056"
"d3032354-949d-4615-b6e5-7bab084be47f","2981f5e4-933b-48dc-8d82-ad5ddbcca803","e2f7a46a-5922-4d84-9081-768b32e20e18","front-leg","483.59397180125313","244.8895824852668"
